#Sample Identifier	Patient Identifier	Tissue Supergroup	Metastatic Tissue Site	Primary Tissue Site	Oncotree Code	Freeze Media	Final Analysis Set	CCLE ID	Sanger ID	Cancer Type	Cancer Type Detailed	Somatic Status	DepMap ID
#Sample identifier	Patient identifier	Sample tissue supergroup	Metastatic tissue site	Primary tissue site	Oncotree code	Cell line freeze media	Indicates if the sample was included in the final analysis set	CCLE ID 	Sanger ID	Cancer Type	Cancer Type Detailed	Somatic status 	DepMap ID mapping for cell lines included in the DepMap CCLE study 
#STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
#1	0	0	1	1	1	0	1	0	0	1	1	1	0
SAMPLE_ID	PATIENT_ID	TISSUE_SUPERGROUP	METASTATIC_SITE	PRIMARY_SITE	ONCOTREE_CODE	FREEZE_MEDIA	ANALYSIS_SET	CCLE_ID	SANGER_ID	CANCER_TYPE	CANCER_TYPE_DETAILED	SOMATIC_STATUS	SAMPLE_DISPLAY_NAME
S-MX-1	P-MX-1	Breast	NA	Breast	BRCA	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Breast Cancer	Invasive Breast Carcinoma	Matched	
S-NALM-6	P-NALM-6	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	NALM-6	NALM-6	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-NAMALWA	P-NAMALWA	Lymphoid	NA	Blood	BL	Complete growth medium, 90%; DMSO, 10%	True	NAMALWA	NA	Mature B-Cell Neoplasms	Burkitt Lymphoma	Matched	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-NCI-H1048	P-NCI-H1048	Lung	Effusion, Pleural	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1048	NCI-H1048	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH1048_LUNG
S-NCI-H1092	P-NCI-H1092	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1092	NCI-H1092	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH1092_LUNG
S-NCI-H1155	P-NCI-H1155	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	False	NCI-H1155	NCI-H1155	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1155_LUNG
S-NCI-H1299	P-NCI-H1299	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1299	NCI-H1299	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1299_LUNG
S-NCI-H1355	P-NCI-H1355	Lung	Pleura	Lung	LUAD	FBS, 90%; DMSO, 10%	True	NCI-H1355	NCI-H1355	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1355_LUNG
S-NCI-H1373	P-NCI-H1373	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1373	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1373_LUNG
S-NCI-H1395	P-NCI-H1395	Lung	NA	Lung	LUAD	FBS, 90%; DMSO, 10%	True	NCI-H1395	NCI-H1395	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1395_LUNG
S-NCI-H1435	P-NCI-H1435	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1435	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1435_LUNG
S-NCI-H1437	P-NCI-H1437	Lung	Effusion, Pleural	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1437	NCI-H1437	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1437_LUNG
S-NCI-H146	P-NCI-H146	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H146	NCI-H146	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH146_LUNG
S-NCI-H1568	P-NCI-H1568	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1568	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1568_LUNG
S-NCI-H1573	P-NCI-H1573	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1573	NCI-H1573	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1573_LUNG
S-NCI-H1581	P-NCI-H1581	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1581	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1581_LUNG
S-NCI-H1623	P-NCI-H1623	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1623	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1623_LUNG
S-NCI-H1648	P-NCI-H1648	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1648	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1648_LUNG
S-NCI-H1650	P-NCI-H1650	Lung	Effusion, Pleural	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1650	NCI-H1650	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1650_LUNG
S-NCI-H1651	P-NCI-H1651	Lung	NA	Lung	NSCLC	90% FBS; 10% DMSO	True	NCI-H1651	NCI-H1651	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1651_LUNG
S-NCI-H1666	P-NCI-H1666	Lung	Effusion, Pleural	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1666	NCI-H1666	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1666_LUNG
S-NCI-H1693	P-NCI-H1693	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1693	NCI-H1693	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1693_LUNG
S-NCI-H1703	P-NCI-H1703	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1703	NCI-H1703	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1703_LUNG
S-NCI-H1734	P-NCI-H1734	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1734	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1734_LUNG
S-NCI-H1770	P-NCI-H1770	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NCI-H1770	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	
S-NCI-H1781	P-NCI-H1781	Lung	Effusion, Pleural	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1781	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1781_LUNG
S-NCI-H1792	P-NCI-H1792	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1792	NCI-H1792	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1792_LUNG
S-NCI-H1793	P-NCI-H1793	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1793	NCI-H1793	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1793_LUNG
S-NCI-H1838	P-NCI-H1838	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1838	NCI-H1838	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1838_LUNG
S-NCI-H1869	P-NCI-H1869	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1869	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1869_LUNG
S-NCI-H187	P-NCI-H187	Lung	NA	Lung	SCLC	FBS, 90%; DMSO, 10%	True	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	
S-NCI-H1882	P-NCI-H1882	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	
S-NCI-H1915	P-NCI-H1915	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1915	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1915_LUNG
S-NCI-H1930	P-NCI-H1930	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1930	NCI-H1930	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH1930_LUNG
S-NCI-H1944	P-NCI-H1944	Lung	Soft Tissue	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1944	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH1944_LUNG
S-NCI-H196	P-NCI-H196	Lung	Pleura	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H196	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH196_LUNG
S-NCI-H1975	P-NCI-H1975	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H1975	NCI-H1975	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH1975_LUNG
S-NCI-H2009	P-NCI-H2009	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2009	NCI-H2009	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH2009_LUNG
S-NCI-H2023	P-NCI-H2023	Lung	Lymph Node	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2023	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2023_LUNG
S-NCI-H2030	P-NCI-H2030	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2030	NCI-H2030	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2030_LUNG
S-NCI-H2052	P-NCI-H2052	Other	NA	Pleura	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2052	NCI-H2052	Mesothelioma	Pleural Mesothelioma	Matched	NCIH2052_PLEURA
S-NCI-H2073	P-NCI-H2073	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2073	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH2073_LUNG
S-NCI-H2081	P-NCI-H2081	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2081	NCI-H2081	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH2081_LUNG
S-NCI-H209	P-NCI-H209	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H209	NCI-H209	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH209_LUNG
S-NCI-H2106	P-NCI-H2106	Lung	Lymph Node	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	False	NCI-H2106	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2106_LUNG
S-NCI-H2110	P-NCI-H2110	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2110	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2110_LUNG
S-NCI-H2122	P-NCI-H2122	Lung	Effusion, Pleural	Lung	NSCLC	FBS, 90%; DMSO, 10%	True	NCI-H2122	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2122_LUNG
S-NCI-H2126	P-NCI-H2126	Lung	Effusion, Pleural	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2126	NCI-H2126	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2126_LUNG
S-NCI-H2135	P-NCI-H2135	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	
S-NCI-H2170	P-NCI-H2170	Lung	NA	Lung	LUSC	FBS, 90%; DMSO, 10%	True	NCI-H2170	NCI-H2170	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	Matched	NCIH2170_LUNG
S-NCI-H2171	P-NCI-H2171	Lung	Effusion, Pleural	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2171	NCI-H2171	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH2171_LUNG
S-NCI-H2172	P-NCI-H2172	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2172	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2172_LUNG
S-NCI-H2196	P-NCI-H2196	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	False	NCI-H2196	NCI-H2196	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH2196_LUNG
S-NCI-H2198	P-NCI-H2198	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	
S-NCI-H2228	P-NCI-H2228	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2228	NCI-H2228	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2228_LUNG
S-NCI-H226	P-NCI-H226	Lung	Ascites	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NCI-H226	NCI-H226	Mesothelioma	Pleural Mesothelioma	Matched	NCIH226_LUNG
S-NCI-H23	P-NCI-H23	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	False	NCI-H23	NCI-H23	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH23_LUNG
S-NCI-H2347	P-NCI-H2347	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2347	NCI-H2347	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH2347_LUNG
S-NCI-H2369	P-NCI-H2369	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H2373	P-NCI-H2373	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H2452	P-NCI-H2452	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NCI-H2452	NCI-H2452	Mesothelioma	Pleural Mesothelioma	Matched	NCIH2452_PLEURA
S-NCI-H2461	P-NCI-H2461	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H2595	P-NCI-H2595	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H2596	P-NCI-H2596	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H2722	P-NCI-H2722	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H2795	P-NCI-H2795	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H28	P-NCI-H28	Other	NA	Pleura	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NCI-H28	NCI-H28	Mesothelioma	Pleural Mesothelioma	Matched	NCIH28_PLEURA
S-NCI-H2803	P-NCI-H2803	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H2804	P-NCI-H2804	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H2810	P-NCI-H2810	Lung	NA	Lung	PLMESO	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mesothelioma	Pleural Mesothelioma	Matched	
S-NCI-H292	P-NCI-H292	Lung	NA	Lung	LUMEC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H292	NCI-H292	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung	Matched	NCIH292_LUNG
S-NCI-H322T	P-NCI-H322T	Lung	NA	Lung	NSCLC	90% FBS; 10% DMSO	True	NA	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	
S-NCI-H345	P-NCI-H345	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NCI-H345	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	
S-NCI-H358	P-NCI-H358	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H358	NCI-H358	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH358_LUNG
S-NCI-H441	P-NCI-H441	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H441	NCI-H441	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH441_LUNG
S-NCI-H446	P-NCI-H446	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H446	NCI-H446	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH446_LUNG
S-NCI-H460	P-NCI-H460	Lung	Effusion, Pleural	Lung	LCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H460	NCI-H460	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	Matched	NCIH460_LUNG
S-NCI-H510A	P-NCI-H510A	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H510	NCI-H510A	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH510_LUNG
S-NCI-H520	P-NCI-H520	Lung	NA	Lung	LUSC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H520	NCI-H520	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	Matched	NCIH520_LUNG
S-NCI-H522	P-NCI-H522	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H522	NCI-H522	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH522_LUNG
S-NCI-H596	P-NCI-H596	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-H596	NCI-H596	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	NCIH596_LUNG
S-NCI-H650	P-NCI-H650	Lung	Lymph Node	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H650	NCI-H650	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH650_LUNG
S-NCI-H716	P-NCI-H716	Colo-Rectal	NA	Cecum	COADREAD	FBS, 90%; DMSO, 10%	True	NCI-H716	NCI-H716	Colorectal Cancer	Colorectal Adenocarcinoma	Matched	NCIH716_LARGE_INTESTINE
S-NCI-H727	P-NCI-H727	Lung	NA	Lung	LUCA	Complete growth medium, 90%; DMSO, 10%	True	NCI-H727	NCI-H727	Non-Small Cell Lung Cancer	Lung Carcinoid	Matched	NCIH727_LUNG
S-NCI-H810	P-NCI-H810	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H810	NCI-H810	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	NCIH810_LUNG
S-NCI-H82	P-NCI-H82	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H82	NCI-H82	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH82_LUNG
S-NCI-H820	P-NCI-H820	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	
S-NCI-H847	P-NCI-H847	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	
S-NCI-H889	P-NCI-H889	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NCI-H889	NCI-H889	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	NCIH889_LUNG
S-NCI-H920	P-NCI-H920	Lung	Lymph Node	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	
S-NCI-H929	P-NCI-H929	Lymphoid	NA	Bone Marrow	PCM	Complete growth medium, 90%; DMSO, 10%	True	NCI-H929	NA	Mature B-Cell Neoplasms	Plasma Cell Myeloma	Matched	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-NCI-N417	P-NCI-N417	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NCI-N417	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	
S-NCI-N87	P-NCI-N87	Stomach	Liver	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	NCI-N87	NCI-N87	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	NCIN87_STOMACH
S-NIH-OVCAR-3	P-NIH-OVCAR-3	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	NIH:OVCAR-3	OVCAR-3	Ovarian Cancer	Ovarian Cancer, Other	Matched	NIHOVCAR3_OVARY
S-NTERA-2	P-NTERA-2	Other	NA	Testis	TESTIS	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Testicular Cancer	Testis	Matched	
S-NU-DUL-1	P-NU-DUL-1	Lymphoid	NA	Blood	MBN	Complete growth medium, 90%; DMSO, 10%	True	NU-DUL-1	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-NUGC-2	P-NUGC-2	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	NUGC-2	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	NUGC2_STOMACH
S-NUGC-3	P-NUGC-3	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	NUGC-3	NUGC-3	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	NUGC3_STOMACH
S-NUGC-4	P-NUGC-4	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	NUGC-4	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	NUGC4_STOMACH
S-OAW28	P-OAW28	Ovary	NA	Ovary	SOC	Complete growth medium, 90%; DMSO, 10%	True	OAW28	OAW-28	Ovarian Cancer	Serous Ovarian Cancer	Matched	OAW28_OVARY
S-OAW42	P-OAW42	Ovary	NA	Ovary	SOC	Complete growth medium, 90%; DMSO, 10%	True	OAW42	OAW-42	Ovarian Cancer	Serous Ovarian Cancer	Matched	OAW42_OVARY
S-OCI-AML2	P-OCI-AML2	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	OCI-AML2	OCI-AML2	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-OCI-AML3	P-OCI-AML3	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	OCI-AML3	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-OCI-AML5	P-OCI-AML5	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	OCI-AML5	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-OCI-LY-10	P-OCI-LY-10	Lymphoid	NA	Lymph Node	MBN	Complete growth medium, 90%; DMSO, 10%	True	OCI-LY10	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-OCI-LY-19	P-OCI-LY-19	Lymphoid	NA	Lymph Node	MBN	RPMI-1640, 20% HI FBS, 10% DMSO	True	OCI-LY-19	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-OCI-LY-3	P-OCI-LY-3	Lymphoid	NA	Lymph Node	MBN	Complete growth medium, 90%; DMSO, 10%	True	OCI-LY3	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-OCI-LY-7	P-OCI-LY-7	Lymphoid	NA	Lymph Node	MBN	NA	True	NA	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	
S-OCI-M1	P-OCI-M1	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	OCI-M1	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-OCI-M2	P-OCI-M2	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	
S-OCUM-1	P-OCUM-1	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	OCUM-1	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	OCUM1_STOMACH
S-Okajima	P-Okajima	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	
S-OPM-2	P-OPM-2	Lymphoid	NA	Blood	PCM	Complete growth medium, 90%; DMSO, 10%	True	OPM-2	OPM-2	Mature B-Cell Neoplasms	Plasma Cell Myeloma	Matched	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-OUMS-23	P-OUMS-23	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	True	OUMS-23	NA	Colorectal Cancer	Colon Adenocarcinoma	Matched	OUMS23_LARGE_INTESTINE
S-OV-90	P-OV-90	Ovary	NA	Ovary	SOC	90% FBS; DMSO, 10%	True	OV-90	NA	Ovarian Cancer	Serous Ovarian Cancer	Matched	OV90_OVARY
S-OV56	P-OV56	Ovary	NA	Ovary	OOVC	90% FBS; 10% DMSO	True	OV56	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	OV56_OVARY
S-OV7	P-OV7	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	OV7	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	OV7_OVARY
