NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	ATTRIBUTE_TYPE	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
PRIMARY_CYTOGENETIC_CODE	Primary Cytogenetic Code	Primary cytogenetic code.	STRING	PATIENT	1				
PRIMARY_DEPTH	Primary Depth	Primary Depth	NUMBER	SAMPLE	1				
PRIMARY_DIAGNOSIS	Primary Diagosis	Primary Diagnosis	STRING	PATIENT	1				
PRIMARY_EXOME	Sample Has Exome Passing QC	Sample has exome passing QC	STRING	SAMPLE	1				
PRIMARY_HISTOLOGY	Primary histology	Primary Histology	STRING	PATIENT	1				
PRIMARY_LYMPH_NODE_PRESENTATION_ASSESSMENT	Primary Lymph Node Presentation Assessment	Primary lymph node presentation assessment.	STRING	PATIENT	1				
PRIMARY_MELANOMA_KNOWN_DX	Primary melanoma known dx	Primary neoplasm melanoma dx	STRING	PATIENT	1				
PRIMARY_MELANOMA_MITOTIC_RATE	Primary melanoma mitotic rate	Malignant neoplasm mitotic count rate	NUMBER	PATIENT	1				
PRIMARY_MELANOMA_SKIN_TYPE	Primary melanoma skin type	Melanoma origin skin anatomic site	STRING	PATIENT	1				
PRIMARY_MELANOMA_TUMOR_ULCERATION	Primary melanoma tumor ulceration	Melanoma ulceration indicator	STRING	PATIENT	1				
PRIMARY_METS_HER2_DISCONCORDANT	Primary Mets HER2 Disconcordant	Primary Mets HER2 Disconcordant	STRING	SAMPLE	1				
PRIMARY_METS_HR_DISCONCORDANT	Primary Mets HR Disconcordant	Primary Mets HR Disconcordant	STRING	SAMPLE	1				
PRIMARY_MITOSES	Primary Mitoses	Primary Mitoses	STRING	SAMPLE	1				
PRIMARY_MITOTIC_RATE_50_HPF	Primary Mitotic Rate(50 HPF)	Primary Mitotic Rate(50 HPF)	NUMBER	SAMPLE	1				
PRIMARY_MULTIPLE_AT_DX	Primary multiple at dx	Primary tumor multiple present ind	STRING	PATIENT	1				
PRIMARY_PHARMA_THERAPY	Primary Pharmacologic Therapy	Primary pharmacologic therapy.	STRING	PATIENT	1				
PRIMARY_RACE	Primary Race	The primary race recorded for the patient; this data element maps to the NAACCR v16 #160. For institutions collecting more than one race category, this should be the primary race. For institutions not collecting race, submit a null in this category for all patients.	STRING	PATIENT	1				
PRIMARY_RADIATION_THERAPY	Primary Radiation Therapy	Primary radiation therapy.	STRING	PATIENT	1				
PRIMARY_RESECTION	Resection of the primary	Resection of the primary	STRING	PATIENT	1				
PRIMARY_RPLND	Primary RPLND	Primary RPLND	STRING	SAMPLE	1				
PRIMARY_SITE	Primary Tumor Site	Text term to describe the organ sub-division in an individual with cancer.	STRING	SAMPLE	1				
PRIMARY_SITE_NOTES	MedR_Primary_Site_Notes	Notes regarding site of origin of disease	STRING	PATIENT	1				
PRIMARY_SITE_OTHER	Primary Other Site of Disease Name	A text description of an 'other' originating or primary anatomic site of the disease/condition under investigation or review.	STRING	SAMPLE	1				
PRIMARY_SITE_PROGRESSION	Primary Site Progression	Primary site progression.	STRING	PATIENT	1				
PRIMARY_SURGICAL_THERAPY	Primary surgical therapy	Primary surgical therapy	STRING	PATIENT	1				
PRIMARY_THERAPY_OUTCOME_SUCCESS	Primary Therapy Outcome Success	Primary therapy outhcome success.	STRING	PATIENT	1				
PRIMARY_THYROID_NEOPLASM_SITE	Primary Thyroid Neoplasm Site	Text field to describe the anatomic site of a primary thyroid neoplasm.	STRING	SAMPLE	1				
PRIMARY_TISSUE	Primary tissue	Primary tissue	STRING	PATIENT	1				
PRIMARY_TUMOR_GRADE	Primary Tumor Grade	Primary Tumor Grade	STRING	SAMPLE	1				
PRIMARY_TUMOR_LOCALIZATION_TYPE	Primary Tumor Localization Type	Primary Tumor Localization Type	STRING	PATIENT	1				
PRIMARY_TUMOR_LOCATION	Primary Tumor Location	Primary Tumor Location	STRING	SAMPLE	1				
PRIMARY_TUMOR_LOCATION_LEFT	Primary Tumor Location (with Left)	Primary Tumor Location (with Left)	STRING	SAMPLE	1				
PRIMARY_TUMOR_LOCATION_RECTUM	Primary Tumor Location (with rectum)	Primary Tumor Location (with rectum)	STRING	SAMPLE	1				
PRIMARY_TUMOR_PATHOLOGIC_SPREAD	Primary Tumor Pathologic Spread	Primary tumor pathologic spread.	STRING	PATIENT	1				
PRIMARY_TUMOR_SIZE	Primary Tumor Size	Primary Tumor Size	STRING	SAMPLE	1				
PRIMARY_TX_MODALITY	Primary Tx Modalit	Primary Tx Modalit	STRING	PATIENT	1				
PRIMARY_VS_SECONDARY	Primary Vs Secondary	Primary Vs Secondary	STRING	SAMPLE	1				
PRIM_SEQ	Primary Sequenced	Primary Sequenced	STRING	SAMPLE	1				
PRINCIPAL_SAMPLE	Principal Sample	Principal Sample	STRING	SAMPLE	1				
PRIORCHEMOFOROTHERCANCER	Priorchemoforothercancer	Priorchemoforothercancer	STRING	PATIENT	1				
PRIORRADIATIONFOROTHERCANCER	Priorradiationforothercancer	Priorradiationforothercancer	STRING	PATIENT	1				
PRIOR_AI	Prior AI	Prior AI.	STRING	PATIENT	1				
PRIOR_AIDS_CONDITIONS	Prior Aids Conditions	Prior Aids Conditions	STRING	PATIENT	1				
PRIOR_ANTIRETROVIRAL_THERAPY	Antiretroviral Therapy Status Prior to Diagnosis	Yes/No indicator for antiretroviral therapy prior to diagnosis	STRING	PATIENT	1				
PRIOR_ANTI_EGFR	Prior anti-EGFR (before sample collected for sequencing)	Prior anti-EGFR (before sample collected for sequencing)	STRING	PATIENT	1				
PRIOR_ANTI_VEGF	Prior anti-VEGF (before sample collected for sequencing)	Prior anti-VEGF (before sample collected for sequencing)	STRING	PATIENT	1				
PRIOR_BCG	Prior BCG	Prior BCG	STRING	PATIENT	1				
PRIOR_CANCER	Prior Diagnosis of Cancer	Prior Diagnosis of Cancer	STRING	PATIENT	1				
PRIOR_CHEMO	Prior Chemotherapy	Prior Chemotherapy	STRING	SAMPLE	1				
PRIOR_DIAGNOSIS	Prior Diagnosis	Prior diagnosis.	STRING	PATIENT	1				
PRIOR_DX	Prior Diagnosis	Prior diagnosis.	STRING	PATIENT	1				
PRIOR_DXYN	Prior Diagnosis	Prior diagnosis.	STRING	PATIENT	1				
PRIOR_FLUOROPYRIMIDINE	Prior fluoropyrimidine (before sample collected for sequencing)	Prior fluoropyrimidine (before sample collected for sequencing)	STRING	PATIENT	1				
PRIOR_FULVESTRANT	Prior Fulvestrant	Prior fulvestrant.	STRING	PATIENT	1				
PRIOR_GLIOMA	Prior Glioma	Prior glioma.	STRING	PATIENT	1				
PRIOR_HAI	Prior HAI (before sample collected for sequencing)	Prior HAI (before sample collected for sequencing)	STRING	PATIENT	1				
PRIOR_HERCEPTIN	Prior Herceptin	Prior herceptin.	STRING	PATIENT	1				
PRIOR_INTRAVESICAL_CHEMO	Prior Intravesical Chemotherapy	Prior Intravesical Chemotherapy	STRING	PATIENT	1				
PRIOR_INTRAVESICAL_CHEMOTHERAPY	Prior Intravesical Chemotherapy	Prior Intravesical Chemotherapy	STRING	SAMPLE	1				
PRIOR_IP	Prior IP (before sample collected for sequencing)	Prior IP (before sample collected for sequencing)	STRING	PATIENT	1				
PRIOR_IRINOTECAN	Prior irinotecan (before sample collected for sequencing)	Prior irinotecan (before sample collected for sequencing)	STRING	PATIENT	1				
PRIOR_LAPATINIB	Prior Lapatinib	Prior lapatinib.	STRING	PATIENT	1				
PRIOR_LOCAL_THERAPY	Prior Local Therapy	Prior Local Therapy	STRING	PATIENT	1				
PRIOR_MDS_AML_TREATMENT	Prior MDS/AML Treatment?	Prior MDS/AML Treatment?	STRING	PATIENT	1				
PRIOR_MGUS	Prior MGUS	Prior MGUS.	STRING	PATIENT	1				
PRIOR_OS_MONTHS	Previous OS status recorded	Previous OS status recorded	NUMBER	PATIENT	1				
PRIOR_OXALIPLATIN	Prior oxaliplatin (before sample collected for sequencing)	Prior oxaliplatin (before sample collected for sequencing)	STRING	PATIENT	1				
PRIOR_PERI_OPERATIVE_CHEMO	Prior peri-operative chemo	Prior peri-operative chemo	STRING	PATIENT	1				
PRIOR_PERTUZUMAB	Prior Pertuzumab	Prior pertuzumab.	STRING	PATIENT	1				
PRIOR_RADIATION_THERAPY	Prior Radiation Therapy	Prior Radiation Therapy	STRING	SAMPLE	1				
PRIOR_RT	Prior RT.	Prior RT.	STRING	PATIENT	1				
PRIOR_RT_OF_SEQUENCED_SITE	Prior RT (of sequenced site)	Prior RT (of sequenced site)	STRING	PATIENT	1				
PRIOR_SURGERY_YEAR	Previous Surgery Year	Previous Surgery Year	NUMBER	PATIENT	1				
PRIOR_SURGICAL_RESECTION	Prior Surgical Resection	Prior Surgical Resection	STRING	PATIENT	1				
PRIOR_SYSTEMIC_CHEMO	Prior Systemic Chemotherapy	Prior Systemic Chemotherapy	STRING	PATIENT	1				
PRIOR_TAMOXIFEN	Prior Tamoxifen	Prior tamoxifen.	STRING	PATIENT	1				
PRIOR_TDM1	Prior TDM1	Prior TDM1.	STRING	PATIENT	1				
PRIOR_THYROID_CANCER	Prior Thyroid Cancer	Prior Thyroid Cancer	STRING	PATIENT	1				
PRIOR_TREATMENT	Prior Treatment	Prior treatment.	STRING	PATIENT	1				
PRIOR_TREATMENT_OF_CYTOTOXIC_CHEMOTHERAPY	Prior Treatment Of Cytotoxic Chemotherapy	Prior Treatment Of Cytotoxic Chemotherapy	NUMBER	PATIENT	1				
PRIOR_TUMOR	Prior Tumor	Prior Tumor	STRING	SAMPLE	1				
PRIOR_TX_TO_IMPACT_SAMPLE	Prior Treatment to IMPACT Sample	Prior Treatment to IMPACT Sample	STRING	PATIENT	1				
PRIOR_VITAL_STATUS	Previous vital status recorded	Previous vital status recorded	STRING	PATIENT	1				
PROCEDURE_COMPLETE_RESECTION	Procedure Complete Resection	Procedure Complete Resection	STRING	SAMPLE	1				
PROCEDURE_DATE	Procedure Date	Date of Procedure	STRING	SAMPLE	1				
PROCEDURE_LOCATION	Procedure Location	Location of Procedure	STRING	PATIENT	1				
PROCEDURE_LOCATION_SPECIFY	Procedure Location Specified	Procedure Location Specified	STRING	PATIENT	1				
PROCEDURE_YEAR	Procedure Year That Impact Sample Was Taken	Procedure date that IMPACT sample was taken.	NUMBER	SAMPLE	1				
PROCINTENT	Procintent	Procintent	STRING	PATIENT	1				
PROCSUBSITE	Procsubsite	Procsubsite	STRING	PATIENT	1				
PROGRESSION_DETERMINED_BY	Progression Determined By	Method by which disease progression was determined.	STRING	PATIENT	1				
PROGRESSION_OF_DISEASE	Progression of Disease	Progression of Disease	STRING	PATIENT	1				
PROJECT_CODE	Project code	Project code	STRING	SAMPLE	1				
PROSPECTIVE_COLLECTION	Tissue Prospective Collection Indicator	Text indicator for the time frame of tissue procurement, indicating that the tissue was procured in parallel to the project.	STRING	PATIENT	1				
PROTEIN_CODING_RHOA	RHOA Protein Coding	RHOA Protein Coding	NUMBER	SAMPLE	1				
PROTEIN_EXPRESSION_CLUSTER	Protein Expression Cluster	Protein Expression Cluster	STRING	SAMPLE	1				
PROTHROMBIN_TIME_INR_AT_PROCUREMENT	Laboratory procedure prothrombin time result value	Laboratory procedure prothrombin time result value	NUMBER	SAMPLE	1				
PROTHROMBIN_TIME_NORMAL_RANGE_UPPER	Laboratory procedure international normalization ratio result upper limit of normal value	Laboratory procedure international normalization ratio result upper limit of normal value	NUMBER	PATIENT	1				
PROTHROMBIN_TIME_NORM_RANGE_UPPER	Laboratory procedure international normalization ratio result upper limit of normal value	Laboratory procedure international normalization ratio result upper limit of normal value	NUMBER	SAMPLE	1				
PROTHROM_TIME_INR_NORMAL_RANGE_LOWER	Laboratory procedure international normalization ratio result lower limit of normal value	Laboratory procedure international normalization ratio result lower limit of normal value	NUMBER	PATIENT	1				
PROTHROM_TIME_INR_NORM_RANGE_LOWER	Laboratory procedure international normalization ratio result lower limit of normal value	Laboratory procedure international normalization ratio result lower limit of normal value	NUMBER	SAMPLE	1				
PROTOCOL	Protocol	Protocol.	STRING	PATIENT	1				
PROTOCOL_NUM	Protocol Number	Protocol Number	STRING	PATIENT	1				
PRRT_THERAPY	PRRT Therapy	Peptide Receptor Radionuclide Therapy (PRRT)	STRING	PATIENT	1				
PR_EXPR	PR status measured by expression	PR status measured by expression	STRING	PATIENT	1				
PR_POSITIVITY_DEFINE_METHOD	PR positivity define method	Pgr detection method text	STRING	SAMPLE	1				
PR_POSITIVITY_IHC_INTENSITY_SCORE	PR positivity ihc intensity score	Breast carcinoma immunohistochemistry pos cell score	STRING	SAMPLE	1				
PR_POSITIVITY_SCALE_OTHER	PR positivity scale other	Pos finding progesterone receptor other measurement scale text	STRING	SAMPLE	1				
PR_POSITIVITY_SCALE_USED	PR positivity scale used	Breast carcinoma immunohistochemistry progesterone receptor pos finding scale	STRING	SAMPLE	1				
PR_STATUS	PR Status	PR Status	STRING	SAMPLE	1				
PR_STATUS_BY_IHC	PR status by ihc	Breast carcinoma progesterone receptor status	STRING	SAMPLE	1				
PR_STATUS_IHC_PERCENT_POSITIVE	PR status ihc percent positive	Progesterone receptor level cell percent category	STRING	SAMPLE	1				
PR_STATUS_METASTASIS	PR Metastatic Status	PR Metastatic Status	STRING	PATIENT	1				
PR_STATUS_PRIMARY	PR Primary Status	PR Primary Status	STRING	PATIENT	1				
PSA	Prostate-specific antigen	Prostate-specific antigen (ng/ml)	NUMBER	PATIENT	1				
PSAT_IMPACT_ORDER	PSAT IMPACT order	PSAT IMPACT order	STRING	PATIENT	1				
PSA_MOST_RECENT_RESULTS	Psa most recent results	Psa most recent results	NUMBER	PATIENT	1				
PSEUDO_ADJ_IMATINIB	PSEUDO ADJ IMATINIB/other treatment	PSEUDO ADJ IMATINIB/other treatment	STRING	SAMPLE	1				
PTCH1_MUTATION	PTCH1 Mutation	PTCH1 Mutation	STRING	SAMPLE	1				
PTEN_CNA	PTEN CNA	PTEN CNA	STRING	SAMPLE	1				
PTEN_DELETION	PTEN Deletion	PTEN deletion is present	STRING	SAMPLE	1				
PTEN_FISH	PTEN FISH	PTEN FISH	STRING	SAMPLE	1				
PTEN_MUTATION	PTEN Mutation	PTEN Mutation is present	STRING	SAMPLE	1				
PTPN11_MUTATION	PTPN11 Mutation	PTPN1 Mutation	STRING	SAMPLE	1				
PT_SIZE_CATEGORY	pT Size Category	pT Size Category	STRING	SAMPLE	1				
PUBMED_ID	Pubmed ID	Pubmed ID	STRING	PATIENT	1				
PULMONARY_FUNCTION_TEST_INDICATOR	Pulmonary function test indicator	Pulmonary function test indicator	STRING	PATIENT	1				
PUMA_COHORT	PUMA Cohort	PUMA Cohort	STRING	SAMPLE	1				
PURITY	Purity	Purity	NUMBER	SAMPLE	1				
PURITY_ABSOLUTE	Absolute Purity	Absolute purity.	NUMBER	SAMPLE	1				
PURITY_ASSESSMENT	Purity Assessment	Purity Assessment	STRING	PATIENT	1				
PURITY_PREDICTION_SCORE	Purity Prediction Score	Purity Prediction Score	NUMBER	SAMPLE	1				
P_VALUE	P-value	P-value	NUMBER	SAMPLE	1				
QS_DATE	QS Date	The date the survey was filled out.	STRING	PATIENT	1				
QUALIFYING_MUT	Qualifying Mutation	Qualifying Mutation	STRING	SAMPLE	1				
R0_SURGERY	R0 Surgery	R0 Surgery description	NUMBER	PATIENT	1				
RACE	Race Category	The text for reporting information about race.	STRING	PATIENT	1				
RACE_AMERICAN_INDIAN_OR_NATIVE_AMERICAN	Race- American Indian or Native American	Set to 1 if patient selected American Indian or Native American in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_BLACK_OR_AFRICAN_AMERICAN	Race- Black or African American	Set to 1 if patient selected Black or African American in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_CATEGORIZED	PRD Race	Patient-reported response to the question: What is your race (select all that apply)? Infrequent responses have been categorized as Other for confidentiality.	STRING	PATIENT	1				
RACE_CHINESE	Race- Chinese	Set to 1 if patient selected Chinese in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_JAPANESE	Race- Japanese	Set to 1 if patient selected Japanese in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER	Race- Native Hawaiian or Other Pacific Islander	Set to 1 if patient selected Native Hawaiian or Other Pacific Islander in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_OTHER	Race- Other	Set to 1 if patient selected Other in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_OTHER_EAST_ASIAN	Race- Other East Asian	Set to 1 if patient selected Other East Asian in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_PREFER_NOT_TO_ANSWER	Race- Prefer Not to Answer	Set to 1 if patient selected Prefer Not To Answer in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_SOUTH_EAST_ASIAN_OR_INDIAN	Race- South East Asian or Indian	Set to 1 if patient selected South East Asian or Indian in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RACE_WHITE	Race- White	Set to 1 if patient selected White in response to the question: What is your race (select all that apply)? Responses reported by five or fewer patients are redacted (all categories set to 2) to protect confidentiality.	STRING	PATIENT	1				
RAD51C_CNA	RAD51C CNA	RAD51C CNA	STRING	SAMPLE	1				
RADADJUVANT	Radadjuvant	Radadjuvant	STRING	PATIENT	1				
RADIATION_HISTORY	Radiation History	History of radiation	STRING	PATIENT	1				
RADIATION_OR_CHEMOTHERAPY	Patient received Radiation or Chemotherapy	Patient received Radiation or Chemotherapy	STRING	PATIENT	1				
RADIATION_THERAPY	Radiation Therapy	Radiation Therapy.	STRING	PATIENT	1				
RADIATION_THERAPY_DOSE_PARAAORTIC_NODES	External beam radiation therapy administered paraaortic region lymph node dose	External beam radiation therapy administered paraaortic region lymph node dose	STRING	PATIENT	1				
RADIATION_THERAPY_XRT_DOSE	Radiation therapy xrt dose	Radiation therapy administered dose text	NUMBER	PATIENT	1				
RADIATION_THERAPY_XRT_METHOD_PREP	Radiation therapy xrt method prep	Radiation therapy administered preparation technique text	STRING	PATIENT	1				
RADIATION_THERAPY_XRT_SENSITIZERS	Radiation therapy xrt sensitizers	Radiosensitizing agent administered indicator	STRING	PATIENT	1				
RADIATION_THERAPY_XRT_TYPE	Rt administered type	Rt administered type	STRING	PATIENT	1				
RADIATION_TREATMENT_ADJUVANT	Did patient start adjuvant postoperative radiotherapy?	A yes/no indicator that asks whether the patient started adjuvant postoperative radiotherapy.	STRING	PATIENT	1				
RADIATION_TREATMENT_NEOADJUVANT	Did patient start neoadjuvant preoperative radiotherapy?	A yes/no indicator that asks whether the patient startedneoadjuvant preoperative radiotherapy?	STRING	PATIENT	1				
RADIATION_TYPE_OTHER	Radiation type notes	Radiation type notes	STRING	PATIENT	1				
RADICALITY	Radicality Of Surgery	Radicality of Surgery: GTR = Gross Total Resection, STR = Sub-Total Resection	STRING	SAMPLE	1				
RADICAL_SURGERY	Radical Surgery	Radical surgery	STRING	PATIENT	1				
RADIO_THERAPY	Radio Therapy	Radio Therapy	STRING	PATIENT	1				
RADNEOADJUVANT	Radneoadjuvant	Radneoadjuvant	STRING	PATIENT	1				
RAF1_FUSION	RAF1 Fusion	RAF1 Fusion	STRING	SAMPLE	1				
RAFI_AGENT	RAF inhibitor type	RAF inhibitor type	STRING	PATIENT	1				
RAF_INHIBITOR	RAF Inhibitor	RAF Inhibitor	STRING	PATIENT	1				
RAF_RAS_STATUS	RAF/RAS Status	RAF/RAS Status	STRING	SAMPLE	1				
RAI	Radioactive Iodine	Radioactive Iodine	STRING	PATIENT	1				
RAI_AVID	RAI AVID	RAI AVID	STRING	PATIENT	1				
RAI_UPTAKE	RAI Uptake	RAI Uptake	STRING	PATIENT	1				
RANDOM_FOREST_STURM_CLUSTER	Random Forest Sturm Cluster	Random Forest Sturm Cluster	STRING	SAMPLE	1				
RAS_MUTATION_RESULT	Ras mutation result	Ras family gene genotyping outcome lab results text	STRING	SAMPLE	1				
RATIO_OF_INDEL_TO_SUBSTITUTIONS	Ratio of Indel to Substitutions	Ratio of Indel to Substitutions	STRING	SAMPLE	1				
RB1_CNA	RB1 CNA	RB1 CNA	STRING	SAMPLE	1				
RB1_MUT	Rb1 mut	Rb1 mut	NUMBER	PATIENT	1				
RC_GRADE	RC Grade	RC Grade	STRING	SAMPLE	1				
RC_YEAR	RC Year	RC Year	STRING	PATIENT	1				
REARRANGEMENT_11Q23	11q23 Rearrangement = MLL rearrangement	11q23 Rearrangement = MLL rearrangement	STRING	SAMPLE	1				
REARRANGEMENT_14Q32	14q32 Rearrangement = IGH	14q32 Rearrangement = IGH	STRING	SAMPLE	1				
REARRANGEMENT_2P23	2p23 Rearrangement = ALK	2p23 Rearrangement = ALK	STRING	SAMPLE	1				
REARRANGEMENT_3P27	3p27 Rearrangement = BCL6	3p27 Rearrangement = BCL6	STRING	SAMPLE	1				
REASON_FOR_TX_DISCONTINUATION	reason for tx discontinuation	reason for tx discontinuation	STRING	PATIENT	1				
REASON_WHY_NOT_RECEIVE_MT	Reason why not receive MT	Reason why not receive MT	STRING	PATIENT	1				
REC	Rec	Rec	NUMBER	PATIENT	1				
RECEIVED_IO_AFTER_1ST_LINE	Received IO after First Line	Did the patient receive IO after first line therapy	STRING	PATIENT	1				
RECIST_BURDEN_OF_DISEASE	RECIST burden of disease (mm)	RECIST burden of disease (mm)	STRING	PATIENT	1				
RECIST_RESPONSE	RECIST Response	RECIST Response	STRING	PATIENT	1				
RECORD_ID	RECORD_ID	Record ID is an identifier for timeline events	NUMBER	PATIENT	1				
RECUR	Recur	Recur	NUMBER	PATIENT	1				
RECUR1	Recur1	Recur1	NUMBER	PATIENT	1				
RECURRED_ON_ADJ_OR_PSEUDO_ADJ_TREATMENT	Recurred On Adj Or Pseudo Adj Treatment	Recurred On Adj Or Pseudo Adj Treatment	STRING	SAMPLE	1				
RECURRENCE	Recurrence	Recurrence	STRING	PATIENT	1				
RECURRENCE_AT_DIAGNOSIS	Recurrence at Diagnosis	Recurrence at Diagnosis	STRING	PATIENT	1				
RECURRENCE_HISTOLOGY	Recurrence Histology	Recurrence Histology	STRING	PATIENT	1				
RECURRENCE_METHOD	Recurrence Method	Recurrence Method	STRING	PATIENT	1				
RECURRENCE_OR_DEATH	Recurrence or Death	Recorded value if the patient had a recurrence or is deceased	STRING	PATIENT	1				
RECURRENCE_STATUS_INTERVAL_YEARS	Recurrence Status Interval Years	Recurrence Status Interval Years	NUMBER	PATIENT	1				
RECURRENT_DISEASE	Recurrent Disease	Recurrent Disease	STRING	SAMPLE	1				
RECURRENT_DISEASE_TUMOR_STUDIED	Recurrent Disease Tumor Studies	Recurrent Disease Tumor Studied	STRING	PATIENT	1				
RECURRENT_FREE_INTERVAL_MONTHS	Recurrent Free Interval (Months)	Recurrent Free Interval (Months)	STRING	PATIENT	1				
RECURRENT_METASTATIC_DISEASE	Recurrent/metastatic disease	Recurrent/metastatic disease	STRING	SAMPLE	1				
RECUR_NDSZ_DES	Size of Lymph Node at First Recurrence	Indicates size of lymph node at first recurrence.	STRING	SAMPLE	1				
RECUR_NODAL_NO	Number of Lymph Node at First Recurrence	Indicates number of lymph nodes at first recurrence.	STRING	SAMPLE	1				
RECUR_TO_IMPACT_EXTENT_MONTHS	Recurrence to IMPACT (months)	Recurrence to IMPACT (months)	NUMBER	SAMPLE	1				
REFLUX_HISTORY	Reflux History	History of reflux.	STRING	PATIENT	1				
REF_COUNT	Ref Count	Ref Count	NUMBER	SAMPLE	1				
REGIONAL_LYMPH_NODE	Regional Lymph Node	Regional Lymph Node	STRING	SAMPLE	1				
REGIONAL_LYMPH_NODES	Regional lymph nodes	Regional lymph nodes	STRING	PATIENT	1				
REGIONAL_NODES_PATHOLOGIC_SPREAD	Regional Nodes Pathologic Spread	Regional Nodes Pathologic Spread	STRING	SAMPLE	1				
REGRESSION_DES	Regression Description	One of the histologic features of a primary melanoma where tumor cells are replaced by lymphocytic inflammation with or without dermal melanophages and fibrosis.	STRING	SAMPLE	1				
RELAPSE	Relapse	Relapse.	STRING	PATIENT	1				
RELAPSE_INTERVAL_IN_DAYS	Relapse Interval In Days	Relapse Interval In Days	NUMBER	PATIENT	1				
RELAPSE_PERCENT_NECROSIS	Relapse Percent Necrosis	Numeric value to represent the percentage of cell death in a malignant tumor sample or specimen for the first relapse tissue.	NUMBER	PATIENT	1				
RELAPSE_PERCENT_STROMA	Relapse Percent Tumor Vs Stroma	Numeric representation of the percent of tumor versus stroma for first relapse sample.	NUMBER	PATIENT	1				
RELAPSE_SEROSA	Relapse Serosa	Relapse Serosa	STRING	PATIENT	1				
RELAPSE_TYPE	Relapse Type	Text term that describes the kind of relapse identified.	STRING	PATIENT	1				
RELAPSE_YEAR	Relapse Year	Relapse year.	NUMBER	PATIENT	1				
RELATED_SYMPTOM_FIRST_PRESENT	Related symptom first present	Related symptom first present	STRING	PATIENT	1				
RELATED_TUMORS_OUTSIDE_ADRENAL_GLANDS	Tumor Specimen Outside Adrenal Gland Quantity Description Type	Text term to describe any tumor related to the specimen that is outside of the adrenal glands.	STRING	SAMPLE	1				
RELATION_TESTICULAR_CANCER	Relation testicular cancer	Relation testicular cancer	STRING	SAMPLE	1				
RELATIVE_FAMILY_CANCER_HX_TEXT	Relative family cancer hx text	Relative family cancer hx text	STRING	SAMPLE	1				
RELEVANT_MEDICAL_HISTORY	Relevant Medical History	Relevant Medical History	STRING	PATIENT	1				
RELIGION	Religion	Religion	STRING	PATIENT	1				
REPORT_YEAR	Year Impact Report Was Generated	Year IMPACT Report was generated	NUMBER	SAMPLE	1				
RESEARCH_NUM	Research Number	Research Number	NUMBER	PATIENT	1				
RESECTION_AT_MSKC	Resection at MSKCC	Resection at MSKCC yes/no indicator	STRING	PATIENT	1				
RESECTION_AT_MSKCC	Resection At MSKCC	Resection At MSKCC	STRING	PATIENT	1				
RESECTION_TIMING	Resection timing	Resection timing	STRING	SAMPLE	1				
RESIDUAL_SIGNATURE_NON_NORMALIZED	RESIDUAL SIGNATURE NON NORMALIZED	RESIDUAL SIGNATURE NON NORMALIZED	STRING	SAMPLE	1				
RESIDUAL_SIGNATURE_NORMALIZED	RESIDUAL SIGNATURE NORMALIZED	RESIDUAL SIGNATURE NORMALIZED	STRING	SAMPLE	1				
RESIDUAL_TUMOR	Surgical Margin Resection Status	Text terms to describe the status of a tissue margin following surgical resection.	STRING	PATIENT	1				
RESOURCE	Resource	Resource	STRING	SAMPLE	1				
RESOURCE_TYPE	Resource Type	Resource Type	STRING	SAMPLE	1				
RESPONSE_DAYS	Days to Response	Days to Response (from date of diagnosis)	NUMBER	PATIENT	1				
RESPONSE_DURATION	Response Duration (Weeks)	Response duration in weeks	NUMBER	PATIENT	1				
RESPONSE_DURATION_MONTHS	Response Duration (months)	Response Duration (Months)	NUMBER	PATIENT	1				
RESPONSE_GRADE	Response grade	Response grade	STRING	PATIENT	1				
RESPONSE_TO_FRONT_LINE_THERAPY	response to front line therapy	response to front line therapy	STRING	SAMPLE	1				
RESPONSE_TO_SMO_INHIBITION	Response To SMO Inhibition	Response To SMO Inhibition	STRING	PATIENT	1				
