Hugo_Symbol	TP_2061	SC_9091	SC_9086	MO_1339	MO_1337	MO_1336	SC_9031	SC_9081	SC_9080	MO_1316	TP_2054	SC_9073	SC_9072	SC_9071	SC_9068	MO_1277	MO_1202	SC_9063	SC_9062	SC_9061	MO_1262	MO_1249	MO_1244	MO_1241	SC_9060	SC_9059	SC_9058	SC_9057	MO_1232	MO_1221	MO_1219	MO_1215	SC_9055	SC_9038	SC_9050	MO_1192	MO_1176	SC_9054	SC_9049	SC_9048	SC_9047	SC_9046	MO_1184	MO_1179	SC_9043	SC_9018	SC_9037	SC_9036	SC_9034	SC_9032	TP_2034	MO_1161	SC_9030	TP_2032	SC_9029	SC_9028	SC_9026	TP_2020	SC_9023	SC_9022	SC_9019	SC_9017	SC_9016	MO_1124	MO_1128	MO_1118	MO_1114	SC_9012	SC_9007	TP_2009	TP_2010	SC_9010	SC_9009	SC_9008	TP_2001	MO_1095	SC_9001	MO_1094	MO_1084	MO_1071	MO_1054	MO_1040	MO_1020	MO_1014	MO_1013	TP_2060	SC_9083	TP_2064	SC_9097	SC_9093	SC_9092	SC_9099	SC_9094	6115251	6115247	6115242	6115219	6115122	6115114	1115202	6115117	6115115	1115161	1115183	6115237	6115233	6115118	6115123	1115153	6115121	1115156	1115154	6115227	6115234	6115224	1115244	1115157	6115250
U8	0	0	0	0	0	0	0	0	0	0	0	0	867.44	0	0	0	0	0	0	0	0	0	0	0	0	777.636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98414	0	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1558.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710068	0	0	0	0	4.65133	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	77886.2	102517	22611.6	0	32024.2	20294.5	16195.4	7766.66	9872.01	13777.6	494398	46064.4	153739	212817	42274.2	44880.4	211485	12164.2	17304	20853.7	21714.2	87595.2	219841	0	20706.6	181580	8232.48	0	0	0	0	0	0	0	0	0	0	6.50002	0	0	0	0	85408.2	0	0	0	0	0	0	0	0	6792.48	0	0	0	0	0	12236.6	0	0	0	0	0	41127.8	0	0	0	0	0	0	0	37.436	5550.77	0	0	0	0	0	173389	0	28049.7	107164	119195	4636.33	197918	25586.8	0	0	0	0	0	6450.57	0	917.811	0	0	0	0	0	23913.4	0	0.000669677	0	0	0	0	0	2732.1	0	0	0
Y_RNA	0	0	0	0	0	0	0	88739.3	123033	11282.3	0	23987.1	20294.5	14668	8541.67	9872.01	13001.8	381786	58586.8	169463	250929	35933.1	51142.6	280725	12164.2	17049.1	13350.2	15792.1	87595.2	142152	0	43089.6	106255	8232.48	0	0	0	0	0	0	0	0	0	0	14.6251	0	0	0	0	72608.8	0	0	0	0	0	0	0	0	5534.41	0	0	0	0	0	12236.6	0	0	0	0	0	12939.3	0	0	0	0	0	0	0	42.1822	5550.77	0	0	0	0	0	155040	0	18699.8	86015.7	47905	4636.33	164362	25586.8	0	0	0	0	0	669.951	0	2904.64	0	0	0	0	0	11956.7	0	0.000669677	0	0	0	0	0	3124.39	0	0	0
Y_RNA	0	0	0	0	0	0	0	58986.6	139500	11282.3	0	15609.7	20294.5	14668	6932.46	9872.01	13001.8	610311	37119.9	190851	197350	24307.7	65764.2	167679	12164.2	17049.1	16760.9	15792.1	71668.8	146112	0	18169.2	84139.6	8232.48	0	0	0	0	0	0	0	0	0	0	2241.6	0	0	0	0	52291.6	0	0	0	0	0	0	0	0	12559.9	0	0	0	0	0	28.2241	0	0	0	0	0	808.707	0	0	0	0	0	0	0	0	1387.69	0	0	0	0	0	74211.6	0	12466.5	82336.1	77982.7	4636.33	169171	25586.8	0	0	0	0	0	12017.2	0	2065.07	0	0	0	0	0	11956.7	0	0.000669677	0	0	0	0	0	4807.12	0	0	0
Y_RNA	0	0	0	0	0	0	0	66928.4	54280.9	11282.3	0	26067.5	20294.5	14668	7766.66	9872.01	13001.8	297778	46064.4	99717.7	167052	24307.7	38080.7	237881	12164.2	18369.9	10426.8	15792.1	71668.8	183834	0	39827.3	84139.6	8232.48	0	0	0	0	0	0	0	0	0	0	2241.6	0	0	0	0	52291.6	0	0	0	0	0	0	0	0	3189.44	0	0	0	0	0	28.2241	0	0	0	0	0	36558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78600.5	0	18699.8	64367.5	73604	4636.33	224674	25586.8	0	0	0	0	0	7974.96	0	4778.07	0	0	0	0	0	17391.6	0	0.000669677	0	0	0	0	0	3927.35	0	0	0
Y_RNA	426828	7867.2	0	0	1.07243	28357.7	47181.5	0	32788.5	0	3000.34	6399.64	0	0	1390.34	0	1045.87	4.37931	0.00378509	26507	7932.84	0	0	23554	0	4774.42	0.0107794	0	0	0.0281221	0	0.0138974	0.00262013	35332.5	0.0388361	167469	0	11222.6	0	0	12206.6	0	0	0	1704.87	108921	0	26788.8	0.0079554	14105.3	0.0664401	39019.8	9451.66	0	0.0401638	0	0	7924.73	2214.84	20773.2	0	6649.69	0	0.0131016	0	29922.1	0	0	0	0.0394991	0.00275024	0	0.0531989	0.0287233	0	0.00119724	26100.2	8230.13	0	0	7001.69	0	9657.11	0	0	0	0	0	0	0.0929563	0	0	0.0830877	0	0	0	0	580.318	0.0520547	0	0	0	6277.42	0	0	0	0	0	0	0	12609.3	3053.69	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	11173.2	0	0	5370.12	0	6769.71	22879.8	0	18293.7	0	62333.6	18974.6	24656.8	15867.1	0	25456.9	0	0	23839.4	0	0	24225	176829	0	7362.6	44199.5	0	4756.26	0	12838.8	0	39194.8	0	40964.3	20814.4	35324.1	5285.21	0	0	0	25025.1	6178.52	0	0	34147.2	9324.61	0	0	0	7376.31	3854.8	3589.66	0	7878.34	0	3936.54	0	0	0	0	0	0	0	0	0	0	4975.37	0	58161.2	29691.7	0	94.0531	6650.22	3761.71	44612.6	8656.07	67915.6	71045.4	32661.1	0	16047.7	0	0	0	9416.86	0	0	0	0	0	8417.12	3838.25	2880.13	0	3005.5	15572.4	0	0	0	0	9903.34	0	20604	0	4143.67	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	1860.39	5631.54	0	15803.2	0	0	0	0	0	0	0	141723	0	0	0	0.938531	0	8362.2	3001.55	0	0	0	0	0	0	0	89766.7	20243.8	0	0	0	0	0	8526.31	15289.3	0	0	0	22694.2	0	5.73427	0.302721	0	0	0	0	0.00194718	0.0837937	0	0	0	0	0	2.17871	0	0	0	0	5566.06	0	0	0	0	0	0	0.000329988	0	0	0	0	966.562	0	0	0	4.30985	0	22708.7	0	0	0	0	0	0	287986	8.34778	0	1577	1711.74	0	327.882	628.682	0	783.813	1583.6	22.918	0	2.68223	1618.87	0	0	31534.9	5594.52	11690	0	238.387	0	13010.1	0	7230.95
Y_RNA	0	0	0	0	0	0	0	5586.58	0	0	0	3110.31	0	1906.65	5393.63	3048.95	842.995	0	0	0	0	9651.62	8485.62	24787.1	0	0	3250.28	4692.21	12112.5	8841.45	0	0	7366.59	10496.4	2378.13	0	0	0	19597.4	0	6827.38	0	0	0	0	0	0	0	0	0	35887.3	17073.6	0	0	0	0	11064.5	0	0	9551.73	0	0	3936.54	13399.8	0	40566.4	0	0	0	0	9496.93	0	14661.9	4975.37	15295.4	0	118767	8387.36	47.0265	0	1880.86	0	1780.91	0	2537.34	0	0	8023.83	0	0	0	9416.86	27306.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2312.24	0	0
Y_RNA	0	0	306614	0	0	0	0	0	0	1860.39	5631.54	0	15803.2	0	0	0	0	0	0	0	28724	0	0	0	0.938531	0	3820.2	42.3141	0	0	0	0	0	0	0	227.94	0	0	0	0	0	0	0	29140.2	0	131.145	0	0	0	0	0	0	0	0	0	0.00194718	0	0	0	0	0	0	3244.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3034.44	0	0	0	15434.7	0	14502.1	0	0	0	0	0	0	1808.44	268.388	0	1179.94	0	0	0	0	0	0	134.137	22.918	104.889	180.058	0	0	0.00126438	0	39.2755	75.769	0	61.8882	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	30758.6	0	0	0	0	0	0	0	0	0	0	0	0	5.04698	0	0	0	0	0.237134	0	0	0	0	0	0	0	0	0	16051.8	0	0	0	0	0	46994.9	5925.84	0	0	0	0	25277.4	0	0	0	0	0	0	14328.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235595	0	0	0	0	0.00492558	0	0	4077.15	0	0	0	0	0	0	0	0	0	549.469	0	0	1989.82	4503.71	7750.06	0	0	0.0109768	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	5586.58	0	0	0	3110.31	0	1906.65	5393.63	0	842.995	0	0	0	0	0	8485.62	0	0	0	3250.28	4692.21	12112.5	8841.45	0	0	7366.59	10496.4	2378.13	0	0	0	19597.4	0	6827.38	0	0	0	0	0	0	0	0	0	35887.3	17073.6	0	0	0	0	11064.5	0	0	9551.73	0	0	3936.54	13399.8	0	40566.4	0	0	0	0	9496.93	0	14661.9	4975.37	15295.4	0	0	8387.36	47.0265	0	1880.86	0	2208.89	0	2537.34	0	0	8023.83	0	0	0	9416.86	48407.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2312.24	0	0
Y_RNA	0	0	0	0	0	0	0	22381.7	0	0	0	0	0	0	0	4736.65	0	0	0	0	0	0	0	0	0	0.0102212	0	0	0	0	0	0	0	0	0	24303.9	0.123082	0	0	0	0	22327.6	5687.37	0	0	0	0	22625.4	0	0	0	0	0	0	737.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5310.16	0	0	0	0	0	217681	0	0	0	0	0.0178924	0	0	1713.42	0	0	0	0	0	0	0	0	0	1.76166	0	0	903.222	952.272	2220.35	0	0	0	0	22.3941	0	1.21803
Y_RNA	0	107158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80693.6	284.135	0	0	0	0	0	26425.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1038	0.10626	0	0	0	0	117.312	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	1860.39	5631.54	0	15803.2	0	0	0	0	0	0	0	28126.2	0	0	0	0.938531	0	3819.84	42.3141	0	0	0	0	0	0	0	227.94	0	0	0	0	0	0	0	28892	6443.21	131.145	0	0	0	0	0	0	0	52190.2	0	0.00194718	0	0	0	0	0	0	3244.25	0	0	0	0	0	0	0	0	0	6860.65	0	0	0	0	0	0	3034.44	0	0	0	15434.7	0	14451.5	0	0	0	0	0	0	1808.44	268.388	0	1179.94	0	0	0	0	0	0	134.137	22.918	104.889	180.058	0	0	0.00126438	0	39.2642	75.769	0	61.8882	0	0	0	0
Y_RNA	0	0	0.872574	0	0	14821.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111069	0	0	0	0	0	0	9384.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10018.7	0	0	0	0	0	0	0	6699.92	0	0	0	0	0	0	0	0	21992.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	1860.39	5631.54	0	15803.2	0	0	0	0	0	0	0	87363	0	0	0	0.938531	0	7603.81	3001.55	0	0	0	0	0	0	0	607.387	2602.48	0	0	0	0	0	0	15289.3	0	131.145	0	0	0	0	0	0	0	0	0	0.00194718	0	0	0	0	0	0	2.17871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966.562	0	0	0	4.30985	0	8308.18	0	0	0	0	0	0	2062.07	8.34778	0	36.0962	0	0	0	0	0	0	270.861	22.918	0.963962	2.68223	0	0	0.00126438	0	64.0789	75.5212	1499.74	91.3043	0.0309356	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	63577.1	0	0	0	0	0	0	0	6424.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16118.3	0	0	0	0	0	0	0	0	0	0	0	23087.7	0	0	0	0	0	0	0	0	0	0	0	0	0	25583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8320.4	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16244.7	0	0	0	0	36366.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8375.9	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15505	0	0	0	0	0	0	0	0	0	0	11739.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93275.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9479.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	5622.22	0	5224.42	1252.75	0	0	0	0	0	0	8108.57	0	0	0	0	0	5826.25	0	0	0	4094.14	0	0	0	4234.09	0	0	5187.39	0	0	0	0	0	0	0	0	0	4879.42	0	0	8497.48	0	0	5983.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296962	0	0	0	0	3664.07	0	0	0	0	0	15198.6	0	21722.5	973.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.8972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	4202.52	1671.64	0	0	0	2486.53	4754.7	0	2463.77	3785.79	0	0	0	4953.67	0	9621.54	0	2281.54	4055.07	4751.31	0	0	0	0	0	0	1570.98	0	4114.07	0	0	687.753	0	0	0	0	0	283.687	0	0	0	2673.59	0	0	0	852.926	1005.91	4182.06	147.025	0	0	8858.74	999.618	0	345.917	3175.77	15.4463	0	0	0	0	0	0	0	0	0	517.383	26.3063	0	0	3299.94	0	0	1879.95	0	55.882	0	5297.23	0	0	27.4355	54.5753	0	0	0	3553.25	0	1285.92	1728.78	2783.18	0	5415.42	0	0	0	0	0	0	6.90167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	16861.1	28799.8	8961.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24852.7	0	0	0	0	0	0	0	0	0	0	0	9665.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1487.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	4397.33	0	0	0	0	0	0	0	0	4084.49	0	0	0	0	0	0	0	0	0	0	5465.64	0	0	0	9845.4	5776.72	0	0	0	0	36111.1	0	0	0	0	0	0	0	0	0	0	0	4114.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20528.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.561	0	0	0
Y_RNA	0	0	0	0	0	0	0	5211.15	7808.2	4880.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6294.97	0	6477.67	0	0	0	0	0	0	9816.8	0	0	0	0	0	0	0	0	0	0	19032.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11839.4	12709.3	0	0	0	0	0	0	0	0	0	0	2.45E-06	0	0	0	139.496	0	0	0	0	0	0	0	0	0	0	69.1346	0	118.21	0	0
Y_RNA	0	0	0	0	0	0	0	3937.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2824.7	0	0	0.227728	0	0	0	0	0	0	0	0	0	2286.78	0	14224.4	0	0	0	9396.58	0	0	0	0	0	385.858	28.0323	0	0	0	0	0	801.068	0.0021483	0	0	0	0	0	0	0	0	0	0	0	0	0.00166171	0	0	0	0	0	0	0	0	0	0	0	0	6762.19	0	0	0	0	0	3824.17	0	0	0	0	3365.66	0	0	2105.23	0	0	0	0	0	0	0	0	1984.58	7463.59	0	0	0.00811982	1656.69	7014.35	0	0	0	0	5348.87	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	2308.11	6282.78	0	18206.9	0	0	0	0	0	0	0	8662.71	0	0	0	1.16711	0	2291.34	3746.04	0	0	0	0	0	0	0	258.361	0	0	0	0	0	0	0	9932.96	0	150.398	0	0	0	0	0	0	0	0	0	0.00207703	0	0	0	0	0	0	3.06987	0	0	0	0	0	0	0	0	0	0	0	0	0	94.0099	0	0	1183.8	0	0	0	8.07702	0	428.592	0	0	0	0	0	0	11685.3	40.5025	0	135.096	0	0	0	0	0	0	2736.85	121.092	4.68301	11.5278	0	0	0.00682708	0	196.665	307.202	0	337.377	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	3610.16	0	0	0	0	0	0	3608.51	0	13563.1	0	0	0	10310.4	0	3383.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911.525	0	0	0	0	0	0	0	17991.3	0	0	0	0	252.27	0	0	0	0	0	0	0	0	2886.8	3220.67	0	0	0	0	0	0	0	0	0	1082.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4131	0	0	0	0	0	0	0	0	0	69.1346	7.02089	0	0	50.7357
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7528.55	0	0	0	0	0	0	0	0	0	0	0	0	0	6202.99	0	0	0	0	0	0	0	0	0	0	4371.82	0	7464.61	0	0	4171.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7240.65	8334.3	0	0	0	0	0	3264.93	0	0	0	0	0	0	1614.9	0	0	0	0	8464.51	0	0	0	0	0	0	0	0	0	0	213.017	0	0	0	0	184.722	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060.21	1067.12	0	0	55501.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122369	28746.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28089.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142717	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4296.74	0	0	0	0	0	0	51607.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23772.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30016.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11753.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40841.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	20159.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24678.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6052.73	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1790.01	0	0	9048.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76E-06	0	0	0	0	0	0	0	0	38833.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910.413	0	0	0	0	0	0	0	0	0	0	0.00034026	0.00916133	0	0.00435765	0	0	0	0	0.000317744	0	0	0	0
Y_RNA	0	0	0	0	0	14469.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13366.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6422.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3412.59	0	0	0	0	0	0	0	0	0	0	8882.67	0	0	0	2741.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24567.6	0	0	0	0	0	0	0	0	0	0	0	19615.4	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027.04	0	0	0	41439.3	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	1856.6	0	0	767.16	0	0	0	0	481.413	0	0	0	0	0	0	0	0	0	0.237134	0	0	0	0	0	0	0	0	0	2170.73	8.54E-06	0	0	0	0	7396.44	0	0	0	0	0	11400.4	0	0	0	0	0	0	5497.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.092	0	0	0	0	0	4952.99	0	0	0	0	0.00545332	0	0	1394.55	0	0	0	0	0	0	0	0	0	3425.39	0	0	0	0.000192631	0.362786	0	0	0.0257318	0	451.172	0	1173.26
Y_RNA	0	0	0	0	0	0	0	1514.87	0	0	0	0	0	0	0	463.08	0	0	0	0	8.47463	0	0	0	0	0.235409	0	0	0	0	0	0	0	0	0	2154.96	0	0	0	0	0	7502.38	0	0	0	0	0	11804.9	0	0	0	0	0	0	6860.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2073.76	0	0	0	0	0	4823.27	0	0	0	0	0.00424566	0	0	1156.15	0	0	0	0	0	0	0	0	0	1695.04	0	0	0	0.000100898	0.404666	0	0	0.00834654	0	141.148	0	517.344
Y_RNA	0	0	0	0	0	0	0	0	0	0	1136.13	0	0	0	0	0	0	0.0253719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35608.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744.98	0	0	0	0	1.28746	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
