geneID	Symbol	MSK-PCa8_ORG	MSK-PCa9_ORG	MSK-PCa10_ORG	MSK-PCa11_ORG	MSK-PCa12_ORG	MSK-PCa13_ORG	MSK-PCa14_ORG	MSK-PCa15_ORG	MSK-PCa16_ORG	MSK-PCa17_ORG	MSK-PCa18_ORG	MSK-PCa19_ORG	MSK-PCa20_ORG	MSK-PCa22_ORG	MSK-PCa24_ORG
ENSG00000265049.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265050.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265053.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265054.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265058.1		0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0
ENSG00000265062.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265063.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265067.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265068.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265070.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265072.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265076.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265077.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265080.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265081.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265082.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265084.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265085.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265086.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265087.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265090.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265104.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265106.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265108.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265109.1		0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0
ENSG00000265119.1		0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0
ENSG00000265122.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265127.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265129.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265130.1		0	0	0	0	0	0.11	0.18	0	0	0.07	0	0	0	0	0
ENSG00000265132.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265143.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265149.1		0	0	0.54	0.16	0	0	0.15	0	0	0	0	0	0	0	0.37
ENSG00000265150.1		200.6	31.66	102.42	93.49	176.34	20.11	26.36	67.74	19.38	77.91	990.86	407.65	187.3	190.84	346.9
ENSG00000265151.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265152.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265155.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265157.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265161.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265166.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265167.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265169.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265171.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265175.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265186.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265187.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265189.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265191.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265192.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265197.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265199.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265200.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265208.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265209.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265211.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265212.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265216.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265219.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265224.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265225.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265229.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265230.1		0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0
ENSG00000265235.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265238.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265239.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265242.1		0.58	0.5	1.67	0.36	0.42	0.51	0.95	1.45	0.49	0.26	0.61	1.24	0.46	1.17	3.59
ENSG00000265244.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265245.1		0	0	0	0	0	0	0	0	23.18	0	0	0	0	0	0
ENSG00000265249.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265250.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265259.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265264.1		0	0	0.54	1.06	0.25	0	0	0.49	0	0	0.12	0	0	0	0.2
ENSG00000265266.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265267.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265268.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265270.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265275.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265280.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265285.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265286.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265292.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265294.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265295.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265300.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265311.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265314.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265317.1		0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0
ENSG00000265320.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265324.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265329.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265330.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265332.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265335.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265339.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265341.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265344.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265350.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265353.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265361.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265362.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265364.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265367.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265371.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265379.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265381.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265382.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265391.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265398.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265403.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265404.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265406.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265414.1		0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0
ENSG00000265416.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265419.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265430.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265438.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265441.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265454.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265455.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265457.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265461.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265463.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265466.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265467.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265471.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265481.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265488.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265493.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265498.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265500.1		0	0.11	1.56	0.58	0.16	0.21	0.2	0.43	0.46	0.08	0.16	0	0.15	0.12	0
ENSG00000265501.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265502.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265504.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265506.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265513.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265515.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265516.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265517.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265518.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265522.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265523.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265524.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265528.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265529.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265530.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265532.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265534.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265536.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265543.1		0	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0
ENSG00000265546.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265550.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265553.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265560.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265562.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265568.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265569.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265572.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265573.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265575.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265577.1		0	0	0	0	0	0	0	0.59	0	0	0	0	0	0	0
ENSG00000265580.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265582.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265583.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265585.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265587.1		0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0
ENSG00000265589.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265591.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265592.1		0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0
ENSG00000265597.1		0	0	0	0	0	0	0	0	2.78	0	0	5.39	0	0	0
ENSG00000265600.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265601.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265603.1		0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0
ENSG00000265605.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265610.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265611.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265613.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265615.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265616.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265619.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265621.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265624.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265627.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265628.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265629.1		3.51	0.97	2.93	1.93	1.17	2.93	0.97	2.11	0.44	0.65	6.5	1.15	2.63	0.36	0.88
ENSG00000265632.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265636.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265637.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265638.1		0	0	0	0	0	0	0	0	6.04	0	0	0	0	0	0
ENSG00000265642.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265645.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265647.1		0	0	0	0	0	0	0	0	0	0	0	0	13.86	0	0
ENSG00000265649.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265650.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265654.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265655.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265661.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265662.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265665.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265667.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265672.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265676.1		0	0	0	0	0	0	0.22	0	0	0	0	0	0.23	0	0
ENSG00000265677.1		0	0	0	0	0	0	0	0	1.04	0	0	0	0	0	0
ENSG00000265679.1		0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0
ENSG00000265680.1		0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0
ENSG00000265686.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265687.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265695.1		0	0	0	0	0	0	0	0	32.91	0	0	0	0	0	0
ENSG00000265696.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265700.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265704.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265705.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265708.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265709.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265710.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265711.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265714.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265715.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265720.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265722.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265730.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265731.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265736.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265741.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265747.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265748.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265759.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265764.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265767.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265769.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265770.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265771.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265774.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265780.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265783.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265796.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265803.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265804.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265809.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265812.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265819.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265821.1		0	0.04	0	0	0	0	0.18	0	0	0	0	0.11	0	0	0
ENSG00000265824.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265826.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265827.1		0	0	0	0	0	0	0	0	19.82	0	0	0	0	0	0
ENSG00000265835.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265837.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265839.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265842.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265856.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265858.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265860.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265864.1		0	0	0	0	0	0	0	0	13.64	0	0	0	0	0	0
ENSG00000265865.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265866.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265868.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265869.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265870.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265875.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265876.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265887.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265890.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265891.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265893.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265898.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265899.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265900.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265901.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265904.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265910.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265911.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265930.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265931.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265940.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265945.1		0	0	0.65	0	0.64	0	0	0.49	0	0.22	0	0.22	0	0	0
ENSG00000265953.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265959.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265960.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265968.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265977.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265978.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265979.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265985.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265990.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265997.1		0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0
ENSG00000265999.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266000.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266001.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266005.1		0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266007.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266008.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266018.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266020.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266021.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266023.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266024.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266025.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266026.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266029.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266030.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266032.1		0	0	0	0	0	0	0	0	0	0	0	17.6	0	0	0
ENSG00000266033.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266037.1		7.48	0.64	0.68	1.81	19.75	0	0.19	0	0.17	2.98	13.24	9.25	7.31	1.83	1.76
ENSG00000266040.1		0	1.11	0.43	0.55	0.15	0.47	0.87	0.65	1.26	0	0	0.45	0	0	1.16
ENSG00000266044.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266045.1		0.13	0.16	0.52	0.11	0	1.18	0	0	0	0	0.11	0.61	0.05	0.21	0.37
ENSG00000266046.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266047.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266051.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266055.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266057.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266058.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266060.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266061.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266069.1		0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
ENSG00000266070.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266073.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266077.1		0	0	0	0	0	0	0	0	2458.32	0	0	0	0	0	0
ENSG00000266082.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266083.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266085.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266087.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266089.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266090.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266096.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266098.1		0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
ENSG00000266103.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266108.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266112.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266115.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
