Hugo_Symbol	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
hsa-miR-5680	0	0	0.6307	0.5721	0.115	0	0	0	0	0.5217	0	0.4858	0	0.1151	0.3389	0	0	0.5479	0.4671	0	0.2115	0.4314	0	0.5314	0.2657	0	0.4828	0	0.4115	0	0.2263	0.1864	0	0.4117	0.3437	0.2778	0.3444	0.2605	0.1066	0.1349	0.4337	0.3273	0.4186	0.5565	0	0.3072	0.3347	0.3515	0.2627	0	0	0.2949	0.3983	0	0.4348	0	0	0	0.5972	0	0.5342	0.6545	0.2033	0.3202	0	0.6847	0.6096	0	0.9151	0	0.5648	0	0.215	0	0.5469	0	0.3714	0.481	0.3176	0	0	1.0703	0	0.2575	0	0	0.5998	0	1.3297	1.1648	0.2272	0.6537	0.3988	0.6363	0.3278	0	0.9579	0	0	0.4363	0	0	0	0.595	0.566
hsa-miR-5690	1.0745	0.6794	2.2745	0.7908	2.2429	1.3455	2.1542	1.3357	0.3872	1.764	1.3141	1.2639	1.8716	1.0562	1.0422	1.5401	1.6061	0.7596	1.3388	0.8877	1.0741	1.4555	1.2337	1.4759	1.2723	1.3994	1.8144	1.6334	1.4062	1.0773	1.4319	2.1076	0.7379	1.7276	2.3319	1.1851	0.8552	1.5748	1.4264	1.8271	1.5788	1.6027	1.747	2.1796	1.9101	1.9439	2.1359	1.6814	1.2619	1.4884	1.0299	1.0936	1.6895	1.2936	1.2672	1.2178	2.0328	2.0098	1.3438	1.4327	1.0326	1.6346	2.3026	1.1652	1.0139	1.2733	2.4281	1.6573	1.2194	1.9124	0.8469	3.0496	1.7006	1.4016	2.2288	1.8165	0.9115	2.68	1.6853	2.1368	1.3008	1.9067	1.6388	1.824	1.2408	1.7281	2.2043	1.1288	1.7094	1.9407	0.9546	1.1019	1.4601	1.0764	1.6132	1.1222	1.5285	0.5544	1.6129	0.9128	1.04	1.4682	2.0943	1.9094	1.1898
hsa-miR-5696	1.6835	0	0	0.3142	0	0.3876	0.7129	0.3265	0	0	0	0.4858	0	0.3209	0	0	0.2107	0.2998	0.1731	0	0.2115	0	0	0.2901	0	0.9531	1.0425	0	0.4115	0	0.2263	0.1864	0	0	0	0	0.3444	0	0.2059	0	0.664	0	0.4186	0.3049	0.2985	0	0.3347	0.3515	0.4849	0.4961	0.231	0.4225	0.2128	0	0	0	0.5996	0	0	0.4622	0.5342	0.2526	0.2033	0.3202	0.5942	0	0.233	0	0	0.3521	0.2138	0	0.215	0.2693	0	0	0	0.3378	0	0	0.7229	0	0.3044	0	0.2954	0.4704	0	0	0.25	0.2357	1.0167	0	0.2131	0	0	0.6676	0.1437	0.5544	0.4587	0.2346	0.4689	0.3247	0	0.2681	0.4009
hsa-miR-5699-3p	0	0.3794	0	0.5721	0.6606	0.9447	0.9317	0.8172	0	1.2061	0.4559	0.6786	0.3927	0.501	0	0	0.5575	1.1077	0.7113	0.7486	0.2115	0.6607	0.8159	0.2901	0.684	0.5538	0.6746	1.8011	0	0	0.4218	0.7566	0.7379	0.7316	1.7743	1.0437	0.49	0.6724	0.2988	0.4772	0.3031	0.5939	0.7427	0	0.9407	0	1.0318	0.6594	0.6773	0.2193	0.43	0.8431	0.71	0.9037	0.2337	1.2178	1.1943	0.3507	0.823	0.027	0	0.2526	2.8486	0.9957	0.5942	0.4904	1.2644	0.3871	0.859	0.635	0.3999	0.7027	0.215	0.6922	1.2526	0.8287	0.6666	1.1291	0.0862	0.6699	0.6249	0.8678	0.3044	0.6657	1.2408	0.4704	1.0222	1.0391	1.0943	0.2357	0.5124	0.2523	1.185	0.9441	0.3994	0.9128	0.8779	0.5544	0.4587	0.7708	0.2765	1.0069	0.6572	1.6987	0.4009
hsa-miR-5699-5p	0	0.3794	1.0681	0.8889	1.0556	0.9447	1.0162	1.1827	0	0.7256	1.0805	1.6332	0.7011	0.839	0.6132	0	1.175	0.7596	1.8275	0.4223	0.5595	0.3014	0.7449	1.4169	0.8551	1.2654	1.3728	2.3531	1.4062	0.637	0.9515	1.0726	1.2237	0.4117	0.621	0.711	1.8862	2.2206	1.0524	1.1539	1.4915	1.4088	1.2306	1.1222	0.9407	0.5603	1.565	0.634	1.1688	1.21	0.43	1.307	1.3727	2.1171	0.7685	0.7337	1.6142	0.8684	2.0273	1.3281	0.5342	0.8201	2.3675	0.9957	0.8193	1.9389	1.5925	0.692	1.5271	1.4107	1.6942	0.9097	1.2908	1.4016	2.2638	0.8287	1.1687	1.6372	0.3176	1.1736	1.6761	0.8678	0.9557	0.6657	0.7499	0.4704	0.8264	0.9434	0.9604	1.1066	1.0763	0.9674	1.185	0.7196	1.1031	0.9128	0.6562	0.3922	0.8062	1.7585	0.418	1.1505	1.4495	1.8696	1.2877
hsa-miR-5701	2.9329	3.336	3.2394	2.7741	3.7523	1.159	2.8221	1.8238	1.5095	2.9032	3.2828	2.5741	3.0349	3.9164	2.9324	3.331	4.0296	2.0011	3.047	4.9107	4.5996	4.1899	3.7643	2.9201	2.3346	1.522	2.5764	2.2966	2.1046	1.5571	2.8977	2.5505	2.417	2.2119	3.1376	2.1365	3.3072	3.8136	3.8808	3.4199	3.2352	2.7367	2.675	1.2703	1.9101	2.1888	1.7443	2.5769	1.4477	3.0682	2.9257	1.896	2.0632	3.7215	2.3348	0.7337	2.6806	3.0277	3.4252	2.3392	0.6759	2.4836	2.4891	2.2412	1.8272	2.4472	2.9941	2.3659	2.074	2.3636	2.3774	2.7995	2.7627	2.7975	2.8057	3.2922	2.1658	2.556	3.8126	2.8014	2.1947	3.2411	2.2144	3.6247	2.8801	3.6512	4.2706	2.2201	3.3997	1.907	2.4812	2.798	2.9122	1.8051	1.976	4.5812	4.0276	2.9108	2.5523	1.7203	3.2942	3.1207	3.0548	2.4027	1.8329
hsa-miR-574-3p	9.2871	7.4698	9.777	8.8285	8.7228	8.5374	8.5128	8.4085	6.5526	9.8939	8.9946	8.0596	9.6266	8.8544	7.9099	8.8323	8.9622	7.9131	9.3026	9.0527	10.1459	9.9098	9.0335	8.7425	9.0025	8.2544	8.3846	8.6291	8.3814	8.9126	9.5297	9.2064	7.6183	8.9117	8.5925	9.2327	8.6088	10.176	8.7161	9.3932	9.5022	8.4782	7.6248	8.8686	8.5789	8.999	8.8475	8.5959	8.5144	7.7345	9.5979	7.9665	8.8979	9.2702	8.8964	9.2732	8.6726	9.3135	8.9087	7.9069	8.1875	8.2498	9.2081	8.398	8.4452	9.3191	9.379	8.0798	8.7509	9.2113	8.6709	9.1421	9.2381	8.6575	8.6723	8.8746	8.8638	9.3486	9.2017	8.8738	7.9013	9.4899	9.5819	10.2717	9.1403	8.6878	8.0185	8.4419	10.0362	8.7401	7.9257	9.0663	8.6705	8.7538	9.3518	10.3017	10.0708	7.6939	8.7452	8.211	8.7295	8.4963	8.6357	9.4162	8.6754
hsa-miR-574-5p	1.2258	0.3968	1.524	1.2056	1.5701	1.5591	0.8267	0.416	0.2563	1.7144	1.4648	0.3493	1.9603	1.6066	0.504	1.1408	0.8302	0.4614	1.8247	1.3342	2.4006	1.5185	0.5745	0.963	0.9133	1.0846	0.6135	0.6631	0.4115	1.2467	0.7857	0.9315	0.6109	1.6175	1.3466	1.3139	1.0258	1.2729	0.514	1.1983	1.1333	0.568	0.529	1.4113	1.136	1.0261	1.4786	0.763	0.5485	0.3025	1.0681	0.3568	0.7174	0.9386	1.0522	0.9314	0.8909	1.0808	0.7322	0.4413	0.5185	0.3584	0.7181	0.4223	0.6692	0.8727	0.4434	0.7487	0.4694	1.0644	0.6445	0.9644	0.5922	0.4513	0.6947	0.7521	0.5794	0.5024	1.3967	0.3907	0.2695	0.8094	1.0706	1.8855	1.7671	1.4352	0.9531	0.6939	1.2413	0.598	0.2761	0.8191	0.5714	1.0962	1.0526	1.3843	1.0795	0.8913	0.9602	0.4363	0.5207	1.2916	0.4159	0.5533	0.4727
hsa-miR-576-3p	0.3522	0.3626	0.2698	0.5721	0.3444	0.1442	1.3267	0.7093	0.107	0.2183	0	0.7661	0.0553	0.137	0.2454	0	0.7384	0.6399	0.3494	0.216	0.352	0.1205	0.6626	0.6307	0.0711	1.1591	0.7725	0.3091	0.2999	0.653	0.5018	0.3899	1.0012	0.2205	0.3437	0.5763	0.6841	0.375	0.4029	0.3989	0.4543	1.2557	0.9328	0.3049	0.3514	0.5744	0.3347	0.8809	0.6758	0.7981	0.5632	0.9654	0.7718	0.6382	0.692	0.5001	0.2742	0.096	0.7145	0.4523	0.5997	0.9896	1.8398	0.5821	0.399	0.3019	0.5873	0	0.4896	0.8044	0.5648	0.7573	0.6063	0.4962	0.5469	0.5516	0.3419	0.2283	0.3176	0.6699	0.9524	0.1858	0.205	0	0.2954	0.7438	0.255	0.2996	0.2384	0.5208	0.4142	0.2866	0.4354	0.3634	0.564	0.1794	0	0.8059	0.556	0.2237	0.4589	1.0069	0.3657	0.5654	0.4509
hsa-miR-576-5p	2.4394	2.2957	4.7646	4.3638	4.5901	3.0161	4.9932	4.3347	1.0549	2.4789	3.3101	4.2644	4.0991	1.7152	3.9766	2.7494	4.363	3.7272	4.6281	3.2989	3.0741	3.4238	4.4765	4.0997	3.8727	5.0237	5.0738	4.132	3.4022	3.2425	4.1547	4.7731	3.9871	3.4029	2.7903	4.475	4.4438	4.4749	4.1987	4.5938	4.286	4.9972	4.664	4.4087	3.4693	4.2048	4.1254	4.6834	4.1139	3.8745	4.8257	4.6791	4.6412	4.2477	3.9927	3.7651	4.935	2.9269	3.9998	4.1088	3.5088	3.7955	5.8936	3.9616	4.0704	3.1475	4.9758	3.4188	3.9996	4.62	3.4037	4.3365	4.302	3.8592	4.9252	4.2876	3.5776	5.1193	2.8141	4.6738	4.0636	3.0021	2.2856	2.1756	2.7151	4.1822	4.485	4.1387	3.75	4.1577	3.5799	3.6833	4.3577	4.1749	4.3767	1.2166	2.3159	4.3089	4.0635	3.8049	4.0782	4.799	4.2829	4.4879	3.9336
hsa-miR-577	6.0134	6.0857	4.8005	6.5633	4.2482	5.1381	6.3364	6.9115	5.149	1.4556	4.8043	6.7184	5.5337	3.9952	5.7218	0.9665	5.6814	5.9936	7.9491	5.1012	5.1595	4.266	5.7564	5.8526	5.0771	8.877	7.1607	6.0209	3.6114	5.5047	7.1629	5.5351	8.0011	5.9449	5.2827	4.9999	7.8623	4.2929	6.9522	7.0596	7.3031	6.3616	6.8866	4.96	5.3574	6.0264	4.8681	6.8621	6.5898	8.8122	5.1729	7.1888	7.117	5.4485	4.937	4.7019	6.3829	6.108	6.1232	6.9179	5.8428	7.1923	10.2858	5.7398	6.8885	3.8441	5.3092	4.4748	5.5167	4.6468	5.3266	5.3808	5.1844	5.585	6.0592	4.4437	5.1379	4.9331	4.3942	4.6904	7.212	5.0637	4.7335	3.1403	4.04	6.9583	4.7839	5.7428	3.8885	6.2757	5.1627	3.9826	4.898	3.8007	7.027	2.5853	2.7114	7.83	5.9258	5.4962	5.8696	6.988	4.7377	7.0784	5.5827
hsa-miR-579-5p	1.6835	0.3794	0.6307	0.7908	0.8046	0.3876	0.922	0.8172	0	0.2843	1.8485	0	0.3927	0.6611	0.3389	0	1.2721	0.5479	1.2642	1.0145	1.5335	0.3014	0.2252	0	0.684	0.9531	0.4828	1.2252	0	0.8739	0.594	1.0726	1.4165	0.4117	1.0538	0.711	0	1.1292	0.7574	0.9856	0.8626	1.0133	1.0072	0.9571	0.5457	0.9628	0.8347	1.0729	0.3781	0.4096	0.231	0.2949	0.8438	0.9037	0.2337	0.7337	0.5996	0.8684	0.3293	0.4622	0.5342	0.4675	1.1443	0.5821	0.8193	0.8558	0.233	0	0.5289	0.8713	0.7127	0.5869	0.851	0.2693	1.2526	0.4731	0.6666	1.369	0.9891	0.3735	0.4063	0.8678	0.3044	0.2575	0.2954	1.3459	1.6145	0	1.0943	0.9162	0	0.2523	0.9673	0.7984	0.4675	0.6676	0.1437	0.5544	0.9529	0.9128	0.8222	0.3247	0.2538	1.015	0.7142
hsa-miR-580-3p	1.0745	0	0	0.5721	0.2215	0	1.1046	0.5927	0	0	0	1.5859	0.3927	0.1151	0.3389	0	0	0.5479	0.4671	0	0.2115	0.1586	0	0.2901	0	0.9531	0.6135	0	0	0	0	0	0	0	0.3437	0	0.6223	0	0.1066	0.3719	0.4337	0.5939	0	0.3049	0	0.7755	0.6063	0	1.2005	1.4015	0.231	1.7577	0.3983	0.6604	0.4348	0	1.022	0	0.823	0.6476	1.0326	0.9685	2.2113	1.1652	0.3275	0	0	0	0.1515	0.3521	0.2138	0.3231	0.215	0	0.2992	0.2558	0.1976	0	0	0.1988	1.6389	0	0	0	0	0	0	0.1787	0.25	0.4382	0.1181	0.2523	0.2131	0	0.9207	0	0	1.0658	0.2475	0.6132	0.5657	1.0069	0.2538	0.3855	0.7142
hsa-miR-582-3p	3.5922	2.9987	3.9697	4.192	3.3979	3.4208	4.3098	4.3617	2.1331	3.572	3.255	4.9368	4.3939	2.9104	2.7428	2.2679	3.8603	3.2197	4.0376	3.0843	3.252	2.9735	3.791	3.601	3.8627	5.2689	5.1435	4.186	3.8448	2.6491	5.8424	2.5764	4.9409	1.8648	2.6113	3.2787	4.6973	4.1066	3.5906	3.6287	3.474	3.516	3.3348	2.733	3.7206	3.7879	3.6123	4.0878	5.2441	6.6567	4.9068	4.7834	4.6302	2.9404	3.4158	2.3155	3.126	2.9782	4.6642	6.0823	5.0944	5.0757	6.5553	4.6571	4.1961	4.6779	3.3383	2.5666	3.8751	3.5242	4.2272	4.291	3.8582	4.035	4.7323	3.4961	4.8006	3.8796	1.7918	5.2342	6.2019	1.0703	1.8415	2.7371	2.9239	2.2794	3.532	3.9492	3.4753	3.4743	4.1624	4.3702	3.7202	3.9633	4.6131	2.1797	2.7343	4.9463	4.1421	4.7524	5.107	3.5824	4.2247	3.9154	3.771
hsa-miR-582-5p	2.1104	2.409	5.1516	4.4916	3.3693	3.3353	4.7349	4.055	2.8701	3.8368	4.3884	4.2793	5.1715	3.6181	3.7253	0.9665	3.9777	4.3094	4.8809	2.9319	3.9714	3.245	4.2667	4.3005	4.6397	4.8677	5.0841	4.6759	4.1431	1.8064	6.2164	3.7229	4.5772	2.1596	2.2527	3.7463	4.5389	4.7561	4.2845	4.2356	4.2961	4.4847	3.2858	3.2792	4.3521	4.0272	3.7447	3.6853	5.1108	5.8144	5.1163	4.6332	5.0352	4.3123	3.888	3.3146	3.8349	2.4338	4.733	6.2492	5.107	4.9294	6.0145	5.3359	3.7398	5.1422	4.3168	3.0943	4.2089	4.2244	4.1514	5.2442	4.8322	4.4951	5.2299	3.9409	4.6229	5.0894	0.9891	4.9225	5.2947	1.7386	1.9331	2.2367	2.2127	3.3304	3.8223	4.0611	3.9692	3.784	4.2398	4.5978	4.4288	3.9111	4.5359	2.0828	3.9348	3.8821	4.5111	4.582	5.5029	3.4554	5.2121	4.6783	4.109
hsa-miR-584-3p	1.0745	0.9277	0	0	0.3326	0	1.2667	0.3265	0.3872	0.2843	0.8017	0	1.8085	0.501	0.8436	0	0	0.7596	0.5944	0	0.396	1.3278	1.9533	0.5314	1.0079	1.3994	0.3391	0.467	0	0.637	1.0135	0.1864	0.4156	0	0.3437	0	0	1.308	0.2059	0.1349	0	1.4764	0	0	0	0.7755	0	1.0729	0	0	0.43	0.2126	0.2128	0.9037	0.2337	1.4902	0	0.8684	0	1.2153	0.2009	0	0	0	0.467	0	0	0	0.5289	0.635	0	0.8099	1.2908	0	1.2292	0.6838	0.3714	1.98	0.3176	0.5293	0.8585	0.6322	1.7563	1.2437	0	1.5496	0.8264	0.3377	0.463	0.2357	0.2272	0.6537	1.3741	0.2446	0.3278	1.4674	0.1437	0.7002	0	0.4363	0.7582	0	0.3294	0.7779	0.4009
hsa-miR-584-5p	6.923	6.4285	4.4785	5.6921	7.2769	6.9361	7.073	6.4637	5.5232	5.8888	7.6374	5.6247	8.8918	5.7766	6.4602	6.2773	6.8681	7.7936	7.2271	5.9624	6.3302	8.038	6.2528	5.4624	7.3556	7.4555	5.1654	8.0968	5.3121	8.0977	7.7738	6.9536	4.9877	8.2505	6.0422	4.861	5.06	7.7712	6.2551	7.1998	5.4057	7.7333	3.3822	7.089	5.1744	7.9365	7.2324	6.7903	3.7297	6.0896	8.1303	5.7825	6.5724	7.8152	6.3407	8.359	6.3084	7.3475	5.628	6.2791	4.9309	5.576	6.6874	4.2398	6.7773	6.2622	6.6564	7.5258	7.2455	7.038	4.1142	7.3913	7.2849	6.2456	6.9693	7.7215	6.4199	8.1889	6.5633	5.1586	6.4507	5.8344	8.5552	7.624	6.0054	7.3155	7.0276	6.8277	7.6585	6.6194	6.4668	6.3779	8.4751	6.5893	7.3436	7.8101	5.3365	8.2622	6.8703	5.3726	7.4507	6.0433	6.5113	6.8889	6.6671
hsa-miR-585-5p	0	0	0	0	0.115	0	0.1735	0	0	0.7256	0.4559	0	0	0.1151	0.3389	0	0	0	0	0	0	0.5506	0.42	0.2901	0	0.3033	0.1795	0	0.4115	0	0.2263	0.4995	0.4156	0	0	0.2778	0	0.4811	0.3861	0.4772	0.3031	0	0	0	0	0.5603	0	0	0.5843	0	0	0.155	0.2128	0	0.2337	0	0	0	0.3293	0.2496	0	0	0.3814	0.3202	0	0	0.7665	0	0.7349	1.2523	0.8469	0.3231	0.7163	0.2693	0.2992	0.4731	0.3714	2.0122	0	0.1988	0	0.6322	1.1965	0.8333	0.7499	0	0	0.1787	0	0	0.1181	0.2523	0.2131	0.2446	1.4106	0	0.6074	0.2094	0	0	0	0.3247	0.4696	0.1402	0
hsa-miR-589-3p	4.1367	2.871	2.8139	2.8245	3.2038	2.4915	3.0283	2.6632	2.776	2.5875	2.9428	2.3797	3.5309	2.2184	3.5678	2.9408	3.4678	2.5487	4.5621	3.8169	5.1142	3.9776	2.5188	3.2078	2.9773	3.7693	4.5841	2.4821	2.3106	4.3621	3.9871	3.356	3.0021	4.3565	4.2898	2.9225	3.6854	2.6652	2.866	3.5822	3.5835	3.2331	3.8206	3.1512	3.0627	3.5747	2.4435	2.8218	2.1028	3.0962	3.4227	2.7005	2.9102	3.7988	2.1754	2.4528	2.163	3.4472	3.3546	1.5303	1.8832	2.6687	3.1485	2.3151	2.7785	2.5505	2.8698	2.4896	2.2522	2.9839	1.7637	3.0052	2.9986	2.9199	3.6197	2.1675	2.1299	2.556	3.4396	2.9627	2.707	3.4092	2.4309	3.5056	2.4106	5.11	3.1264	2.4893	3	3.0175	2.025	2.1189	3.0845	2.3407	3.0702	3.1609	3.3819	2.9767	3.7186	2.7711	2.9667	3.1821	2.7387	2.8535	1.7665
hsa-miR-589-5p	7.859	6.5256	6.2683	5.3108	7.1198	6.8821	6.4831	6.1519	4.8434	7.1269	7.182	5.5437	7.4861	6.9214	7.3653	7.394	6.1005	5.4469	6.8811	6.5984	7.0859	6.8746	5.4897	5.9029	6.0903	5.9828	7.3802	5.7585	5.7805	8.1331	6.6855	6.8345	6.1521	7.6002	7.938	6.4912	6.0382	6.2404	5.5173	6.5487	6.2903	6.3925	6.4064	6.9877	6.9077	7.1608	5.8498	6.3104	4.8183	6.1518	6.5873	5.717	5.9138	6.693	5.4332	6.1686	6.4694	6.7883	6.2379	5.8351	5.0561	5.4614	5.7896	5.2108	6.1872	5.8399	6.6175	6.4885	5.8446	6.5141	5.4842	7.2287	6.9816	6.4766	7.1787	6.2859	5.8933	6.4266	7.0881	6.726	5.2935	7.1531	6.5922	7.0265	6.3435	7.5572	6.3811	5.4328	6.8488	6.4172	5.135	5.8659	6.3749	5.6323	6.37	6.1139	6.7488	5.3949	7.0092	5.3848	6.4912	6.408	5.8896	6.832	4.9063
hsa-miR-590-3p	2.4394	0.9277	1.0681	0.9807	0.6606	0.3876	1.9898	3.0646	0.3872	0.2843	0	2.8625	0.8336	0.1151	0.6132	0	0.8369	1.3879	0.8195	0.4223	0.2115	0.1586	1.3338	0.2901	0.2657	4.1577	3.7029	0.6539	0.9929	0	1.4319	0.4995	0	0.4117	0	1.0437	3.5917	1.1292	1.2972	1.1218	0.8626	1.4764	1.2306	0.3049	1.5053	1.1285	0.3347	0.3515	2.9052	3.6617	0.7609	4.2446	0.71	0.9037	0.4348	0.413	1.1943	0.3507	2.8893	1.9735	3.2351	3.0483	4.2405	1.5793	0.8193	0.6847	0.7665	0	1.9961	0	1.8934	0	0.7163	0.8647	0.9425	0.4731	0.3714	0.9437	0.3176	0.9157	3.449	0	0	0	0	0.8245	0.3308	1.1288	1.0943	0.6157	1.0368	0	0.5633	0.4537	0.9685	0	0.2743	2.802	0.4587	1.6409	1.04	0.5896	1.2305	1.1539	1.9865
hsa-miR-592	3.2999	5.8984	6.3457	4.3029	8.3847	2.7775	6.8569	6.5145	1.792	2.3615	1.8485	5.884	3.9144	5.4375	6.2636	0.9665	4.6106	4.6847	5.0159	5.198	1.8183	1.2595	4.3764	5.523	1.2723	3.9549	3.9973	1.1022	3.6499	7.0074	4.055	5.4466	3.1176	3.2611	5.033	7.1581	7.2658	4.8727	6.855	6.472	6.5445	6.0317	7.1383	4.8815	7.0218	6.5328	4.9557	5.3185	4.7716	3.1236	2.1612	4.1709	0.9662	3.5533	5.0292	5.1621	5.4689	5.4751	5.235	2.4679	4.5304	2.3274	1.4934	6.6954	5.3031	5.7065	6.0411	5.325	3.2348	4.5649	4.6321	2.092	5.5782	7.0326	4.0593	4.5728	6.18	0.6113	4.6655	3.3022	3.7916	2.3574	4.2366	4.4536	6.2214	5.2771	2.7378	6.1176	2.47	7.7915	5.3438	5.8564	4.0533	3.8007	4.8675	1.3051	0.6074	8.4613	6.6546	5.7492	6.1926	5.6573	2.9864	2.6099	4.7605
hsa-miR-597-3p	0	0	0	0.3142	0.4134	0.6929	0.4683	0.3265	0	0.5217	0.4559	0.2633	0.955	0.2217	0.1794	0	0.8369	0.2998	0.9201	1.0145	1.1784	0.6607	0.42	0.2901	0.2657	0	0.8439	0.467	0	0	0.5105	0.3514	1.2237	0.4117	0.621	0	0	0	0	0.2582	0.3031	0.3273	0	0.5565	0.5457	0	0	1.0729	0	0	0.231	0.2949	0.3983	0.3677	0	0	1.022	0.3507	0	0.4622	0	0	0.2033	0	0	0	0.233	0.692	0.2886	0.3521	0.3999	0.5869	0.7163	0	0.5469	0	0.1976	0.481	0.3176	0.6699	0.2174	0.3505	0.7695	0.6657	0.2954	0.4704	0.5998	0.1787	0	0.4382	0.2272	0	0.8448	0.9441	0.4675	0	0	0	0.2475	0.4363	0.1323	0.3247	0.4696	0.494	0
hsa-miR-598-3p	4.4604	4.2051	4.412	5.3196	2.1106	3.2723	3.3144	4.2214	1.9149	5.0737	3.9535	5.7722	2.4689	3.2746	2.5926	1.7592	2.7357	5.0889	4.5891	3.5074	3.0741	3.6573	3.6427	3.5471	1.5955	2.3818	5.9342	1.1022	3.6114	2.4437	3.7067	2.9296	3.3714	2.4042	2.9988	4.9903	2.6143	4.0213	2.6538	3.0449	3.9966	2.2689	2.675	2.7832	3.9309	2.9343	2.7539	3.0789	4.5028	5.115	3.9781	5.1349	3.6739	4.1089	3.3918	3.0518	5.8884	4.0842	4.5894	3.689	3.9964	3.8667	4.1285	4.8865	4.0032	4.1375	3.481	3.2656	2.9753	3.1726	3.1548	4.1954	3.5371	3.4399	5.2864	2.5486	3.6553	3.0221	3.6238	4.3472	3.9669	3.4461	2.3862	4.2314	3.1984	4.1355	0.5998	3.4095	2.5653	4.144	4.6564	3.7868	3.0009	4.5909	2.9324	4.0525	4.7919	2.4257	4.7755	4.0006	3.4322	4.0573	5.2992	5.3163	4.3261
hsa-miR-605-5p	1.0745	0.6794	0.3496	0.3142	2.1914	0	0.922	0.5927	0	1.7169	0.4559	0.8486	0.2097	0.9974	0.6132	0	0.2107	0.2998	0.8195	1.0145	0.5595	0.8585	1.2337	1.2241	1.0079	0.7672	0	0.9677	1.4062	0.3533	0	0.4995	0.4156	0	0.621	1.7379	0.3444	1.3691	0.3861	0.5754	0.3031	0.8188	0	0.5565	0.9407	0.7755	0.6063	0.8701	0.5843	0.5777	0.231	0	0.2128	1.455	0.2337	0.413	1.4873	0.8684	0	0.2496	0.9232	0.4675	0.9319	0.5821	1.7197	1.4967	0.233	0.3871	1.0753	1.6833	0.2138	0	0.9741	0.2693	1.2526	0.9783	0.1976	0.8412	0.9891	1.2201	0.4063	1.4059	1.1206	2.045	1.4945	0	0.5998	1.0391	1.532	1.2747	0.1181	1.3383	0.8448	1.0764	0.4675	0.9128	1.9752	0.5544	0.4587	1.3724	0.971	1.0069	0.2538	1.2805	0.566
hsa-miR-6087	0	0.767	0.4495	0	0.7523	3.2522	1.3414	0.2257	4.7985	0.6608	2.6037	1.2129	0.2373	0.6655	1.3724	2.3768	1.4487	1.1583	0.3276	0.9312	0.6348	0.9889	0.0791	0.7382	4.0738	0.3033	1.6617	2.8984	2.0288	1.7677	0.5389	0.7953	3.4616	2.2458	0.4422	0	0.4431	0.4535	0.779	1.4669	0.1083	0.4217	1.4831	0.3049	0.1065	0.6486	0.6063	0.2436	0.647	2.1171	0.158	0.0535	1.0048	1.1117	0.3039	2.6812	0.5155	0.4918	0.3293	0	1.0457	0.8201	0.7273	0.1148	0.8193	0.8558	0.303	2.6956	0.8673	1.973	0.2785	1.3358	1.0129	0.9179	2.3424	0.6016	0.5265	1.3934	0.8646	1.059	1.1679	2.7404	1.3741	1.4641	2.0638	0.4704	0.8677	0.4347	0.783	1.004	0.1917	0.8702	0.8448	0.4537	1.9445	2.1298	0.1437	0.8326	0.0873	0.1605	0.0455	0.4185	0.8233	0.595	1.6969
hsa-miR-615-3p	0	0	5.5238	1.7797	0	5.7922	2.4356	0.3265	0.6922	1.764	6.4759	3.3659	6.995	1.9138	0	3.6379	7.1595	0.2998	2.6675	2.9948	9.2581	7.1106	3.105	2.3243	2.5492	6.3002	6.8216	2.9066	4.5204	0	5.7829	3.7001	6.1074	5.5068	2.1689	2.3317	2.7933	3.2036	5.0641	4.2799	1.4714	1.7188	3.8878	3.4127	1.7219	0.5603	3.9658	2.6421	0.6773	5.1001	3.5565	2.3616	5.5841	5.0092	1.0393	3.2407	1.7308	1.2485	1.6093	4.2289	0.3772	3.0315	4.3693	0.8037	1.6035	2.151	5.8207	4.3351	4.6674	2.5108	4.2516	4.7404	4.4259	0.6922	3.2694	5.1565	3.7839	6.6628	3.3202	3.5679	3.9056	3.6961	4.826	3.108	2.0638	1.4513	3.3796	4.4222	0.25	3.4903	3.2128	0.8191	4.7408	2.2595	4.3415	6.4752	2.3898	4.0134	0.2475	1.1027	1.1688	0	5.0586	4.7338	4.8529
